title,budget,gross,mpaa,running_time,genre,year
Star Wars Ep. VII: The Force Awakens,533200000,2056046835,PG-13,136.0,Adventure,2015
Avatar: The Way of Water,460000000,2315589775,PG-13,190.0,Action,2022
Indiana Jones and the Dial of Destiny,402300000,383963057,PG-13,142.0,Adventure,2023
Avengers: Endgame,400000000,2748242781,PG-13,181.0,Action,2019
Pirates of the Caribbean: On Stranger Tides,379000000,1045713802,PG-13,136.0,Adventure,2011
Avengers: Age of Ultron,365000000,1395316979,PG-13,141.0,Action,2015
Fast X,340000000,714375114,PG-13,141.0,Action,2023
Solo: A Star Wars Story,330400000,393151347,PG-13,135.0,Adventure,2018
Avengers: Infinity War,300000000,2048359754,PG-13,156.0,Action,2018
Pirates of the Caribbean: At World’s End,300000000,960996492,PG-13,167.0,Adventure,2007
Justice League,300000000,655945209,PG-13,121.0,Action,2017
Mission: Impossible Dead Reckoning Part One,290000000,566644143,PG-13,163.0,Action,2023
Rogue One: A Star Wars Story,280200000,1055083596,PG-13,134.0,Adventure,2016
Star Wars: The Rise of Skywalker,275000000,1069951814,PG-13,142.0,Adventure,2019
The Marvels,274800000,199706250,PG-13,105.0,Adventure,2023
John Carter,263700000,282778100,PG-13,132.0,Adventure,2012
Batman v Superman: Dawn of Justice,263000000,872395091,PG-13,151.0,Action,2016
Star Wars Ep. VIII: The Last Jedi,262000000,1322581071,PG-13,150.0,Adventure,2017
The Lion King,260000000,1661454403,PG,118.0,Adventure,2019
Tangled,260000000,582440151,PG,101.0,Adventure,2010
Spider-Man 3,258000000,895937268,PG-13,139.0,Adventure,2007
Black Panther: Wakanda Forever,250000000,853985546,PG-13,161.0,Action,2022
Captain America: Civil War,250000000,1151899586,PG-13,146.0,Action,2016
Guardians of the Galaxy Vol 3,250000000,845163792,PG-13,150.0,Action,2023
Thor: Love and Thunder,250000000,760928081,PG-13,119.0,Action,2022
Harry Potter and the Half-Blood Prince,250000000,926556531,PG,153.0,Adventure,2009
The Little Mermaid,250000000,569626289,PG,135.0,Musical,2023
The Hobbit: The Desolation of Smaug,250000000,959358436,PG-13,201.0,Adventure,2013
The Hobbit: The Battle of the Five Armies,250000000,940323039,PG-13,144.0,Adventure,2014
The Fate of the Furious,250000000,1235534014,PG-13,136.0,Action,2017
Gladiator II,250000000,460515698,R,148.0,Action,2024
No Time to Die,250000000,758929771,PG-13,163.0,Action,2021
Spectre,245000000,879077344,PG-13,148.0,Action,2015
Avatar,237000000,2923706026,PG-13,162.0,Action,2009
Superman Returns,232000000,391081192,PG-13,150.0,Adventure,2006
The Dark Knight Rises,230000000,1082228107,PG-13,164.0,Action,2012
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,794861794,PG-13,135.0,Adventure,2017
Quantum of Solace,230000000,591692078,PG-13,106.0,Action,2008
The Avengers,225000000,1515100211,PG-13,143.0,Action,2012
Pirates of the Caribbean: Dead Man’s Chest,225000000,1066179725,PG-13,151.0,Adventure,2006
Man of Steel,225000000,667999518,PG-13,142.0,Action,2013
The Chronicles of Narnia: Prince Caspian,225000000,417341288,PG,144.0,Adventure,2008
The Lone Ranger,225000000,260002115,PG-13,149.0,Western,2013
The Amazing Spider-Man,220000000,758576824,PG-13,136.0,Adventure,2012
Battleship,220000000,313477717,PG-13,130.0,Action,2012
Transformers: The Last Knight,217000000,602893340,PG-13,148.0,Action,2017
Jurassic World,215000000,1671063641,PG-13,124.0,Action,2015
Men in Black 3,215000000,654213485,PG-13,104.0,Action,2012
Transformers: Revenge of the Fallen,210000000,836519699,PG-13,149.0,Action,2009
Transformers: Age of Extinction,210000000,1104054072,PG-13,165.0,Action,2014
X-Men: The Last Stand,210000000,459260946,PG-13,104.0,Action,2006
Robin Hood,210000000,322459006,PG-13,139.0,Action,2010
King Kong,207000000,550517357,PG-13,189.0,Adventure,2005
Aquaman and the Lost Kingdom,205000000,439381226,PG-13,124.0,Action,2023
The Golden Compass,205000000,367262558,PG-13,113.0,Adventure,2007
Tenet,205000000,366273550,PG-13,110.0,Action,2020
Spider-Man: No Way Home,200000000,1921206586,PG-13,148.0,Action,2021
Black Panther,200000000,1334157082,PG-13,120.0,Action,2018
Titanic,200000000,2223048786,PG-13,194.0,Drama,1997
Inside Out 2,200000000,1698863816,PG,100.0,Adventure,2024
Deadpool & Wolverine,200000000,1338071348,R,127.0,Action,2024
Incredibles 2,200000000,1242805359,PG,118.0,Adventure,2018
Finding Dory,200000000,1025006125,PG,103.0,Adventure,2016
Toy Story 4,200000000,1071177215,G,89.0,Adventure,2019
Toy Story 3,200000000,1068879522,G,102.0,Adventure,2010
Doctor Strange in the Multiverse of Madness,200000000,952224986,PG-13,126.0,Action,2022
Iron Man 3,200000000,1214630956,PG-13,130.0,Action,2013
Guardians of the Galaxy Vol 2,200000000,869087963,PG-13,136.0,Action,2017
Spider-Man 2,200000000,795888127,PG-13,127.0,Adventure,2004
The Batman,200000000,772512903,PG-13,175.0,Action,2022
Alice in Wonderland,200000000,1025491110,PG,108.0,Adventure,2010
Skyfall,200000000,1110526981,PG-13,143.0,Action,2012
The Hobbit: An Unexpected Journey,200000000,1014938545,PG-13,169.0,Adventure,2012
Monsters University,200000000,743455810,G,102.0,Adventure,2013
Oz the Great and Powerful,200000000,490359051,PG,130.0,Adventure,2013
X-Men: Days of Future Past,200000000,747862775,PG-13,131.0,Action,2014
Mufasa: The Lion King,200000000,627996941,PG,118.0,Musical,2024
Ant-Man and the Wasp: Quantumania,200000000,463635303,PG-13,124.0,Action,2023
The Amazing Spider-Man 2,200000000,709672746,PG-13,141.0,Action,2014
Cars 2,200000000,560155383,G,107.0,Adventure,2011
Black Widow,200000000,379751131,PG-13,133.0,Action,2021
Fast & Furious Presents: Hobbs & Shaw,200000000,760732926,PG-13,134.0,Action,2019
F9: The Fast Saga,200000000,719360068,PG-13,145.0,Action,2021
Tron: Legacy,200000000,399866199,PG,125.0,Adventure,2010
Black Adam,200000000,393583344,PG-13,124.0,Action,2022
2012,200000000,757677748,PG-13,158.0,Adventure,2009
Eternals,200000000,401731759,PG-13,156.0,Action,2021
Fantastic Beasts: The Crimes of Grindelwald,200000000,648455339,PG-13,134.0,Adventure,2018
Elemental,200000000,484829737,PG,102.0,Adventure,2023
Terminator Salvation,200000000,365491792,PG-13,116.0,Action,2009
Lightyear,200000000,218878024,PG,110.0,Adventure,2022
Jungle Cruise,200000000,210469803,PG-13,90.0,Adventure,2021
Green Lantern,200000000,219535492,PG-13,113.0,Action,2011
The Flash,200000000,271467507,PG-13,144.0,Action,2023
Red One,200000000,185895441,PG-13,123.0,Action,2024
Fantastic Beasts: The Secrets of Dumbledore,200000000,407150844,PG-13,106.0,Adventure,2022
Prince of Persia: Sands of Time,200000000,336359676,PG-13,115.0,Action,2010
Killers of the Flower Moon,200000000,156432918,R,206.0,Western,2023
Dark Phoenix,200000000,246356895,PG-13,114.0,Action,2019
Wish,200000000,240073909,PG,92.0,Adventure,2023
Onward,200000000,133357601,PG,114.0,Adventure,2020
Napoleon,200000000,217917156,R,158.0,Drama,2023
Wonder Woman 1984,200000000,169601036,PG-13,151.0,Action,2020
Argylle,200000000,96214128,PG-13,135.0,Action,2024
Mulan,200000000,69973540,PG-13,115.0,Adventure,2020
The Tomorrow War,200000000,19220000,PG-13,140.0,Action,2021
The Gray Man,200000000,451178,PG-13,129.0,Thriller/Suspense,2022
Transformers: Dark of the Moon,195000000,1123794079,PG-13,154.0,Action,2011
Transformers: Rise of the Beasts,195000000,439241749,PG-13,127.0,Action,2023
The Mummy,195000000,409953905,PG-13,107.0,Adventure,2017
Jack the Giant Slayer,195000000,197687603,PG-13,113.0,Adventure,2013
Furious 7,190000000,1511986364,PG-13,137.0,Action,2015
Dune: Part Two,190000000,715209065,PG-13,165.0,Action,2024
Star Trek Into Darkness,190000000,467381584,PG-13,132.0,Adventure,2013
World War Z,190000000,531861650,PG-13,115.0,Action,2013
The Great Gatsby,190000000,353497733,PG-13,141.0,Drama,2013
Disney’s A Christmas Carol,190000000,315709697,PG,95.0,Drama,2009
Pacific Rim,190000000,411054397,PG-13,131.0,Action,2013
Joker: Folie à Deux,190000000,207500287,R,138.0,Thriller/Suspense,2024
The Matrix Resurrections,190000000,160163197,R,148.0,Action,2021
The Good Dinosaur,187500000,333771037,PG,92.0,Adventure,2015
Iron Man,186000000,584877827,PG-13,126.0,Adventure,2008
The Dark Knight,185000000,1010086005,PG-13,152.0,Action,2008
Indiana Jones and the Kingdom of the Crystal Skull,185000000,786635413,PG-13,123.0,Adventure,2008
Brave,185000000,554606532,PG,93.0,Adventure,2012
Kong: Skull Island,185000000,568652812,PG-13,118.0,Adventure,2017
Star Trek Beyond,185000000,335673708,PG-13,122.0,Adventure,2016
Maleficent: Mistress of Evil,185000000,489181357,PG,118.0,Adventure,2019
Blade Runner 2049,185000000,258157449,R,164.0,Thriller/Suspense,2017
Terminator: Dark Fate,185000000,250367666,R,128.0,Action,2019
The Suicide Squad,185000000,168717425,R,132.0,Action,2021
Aladdin,182000000,1046587513,PG,128.0,Adventure,2019
Thor: Ragnarok,180000000,850482778,PG-13,130.0,Action,2017
"The Chronicles of Narnia: The Lion, the Witch a…",180000000,720539572,PG,140.0,Adventure,2005
Maleficent,180000000,758536735,PG,97.0,Adventure,2014
Fantastic Beasts and Where to Find Them,180000000,811724385,PG-13,133.0,Adventure,2016
WALL-E,180000000,532508025,G,100.0,Adventure,2008
Rush Hour 3,180000000,256585882,PG-13,91.0,Action,2007
The Legend of Tarzan,180000000,348902025,PG-13,110.0,Adventure,2016
Hugo,180000000,180047784,PG,126.0,Adventure,2011
Valerian and the City of a Thousand Planets,180000000,215098356,PG-13,129.0,Adventure,2017
Jupiter Ascending,179000000,184382519,PG-13,127.0,Action,2015
Mission: Impossible—Fallout,178000000,786626183,PG-13,147.0,Action,2018
X-Men: Apocalypse,178000000,542537546,PG-13,136.0,Action,2016
The Meg,178000000,527267828,PG-13,113.0,Action,2018
Edge of Tomorrow,178000000,367028980,PG-13,136.0,Action,2014
Captain Marvel,175000000,1129576094,PG-13,124.0,Action,2019
The Jungle Book,175000000,951806722,PG,105.0,Adventure,2016
Inside Out,175000000,850309035,PG,95.0,Adventure,2015
Spider-Man: Homecoming,175000000,878852749,PG-13,133.0,Action,2017
Suicide Squad,175000000,745744980,PG-13,123.0,Action,2016
Up,175000000,731463377,PG,89.0,Adventure,2009
Coco,175000000,796397165,PG,105.0,Musical,2017
Ralph Breaks The Internet,175000000,529290830,PG,112.0,Adventure,2018
Monsters vs. Aliens,175000000,381687380,PG,95.0,Adventure,2009
Cars 3,175000000,383541369,G,109.0,Adventure,2017
G.I. Joe: The Rise of Cobra,175000000,302469017,PG-13,118.0,Action,2009
Wild Wild West,175000000,221229335,PG-13,107.0,Western,1999
The Mummy: Tomb of the Dragon Emperor,175000000,405760225,PG-13,111.0,Adventure,2008
Evan Almighty,175000000,174131329,PG,96.0,Comedy,2007
Waterworld,175000000,264246220,PG-13,135.0,Action,1995
Dolittle,175000000,251509294,PG,103.0,Adventure,2020
King Arthur: Legend of the Sword,175000000,139630336,PG-13,126.0,Adventure,2017
47 Ronin,175000000,151716815,PG-13,127.0,Action,2013
Turning Red,175000000,12271142,PG,100.0,Adventure,2022
Top Gun: Maverick,170000000,1455073504,PG-13,131.0,Action,2022
Jurassic World: Fallen Kingdom,170000000,1308323302,PG-13,128.0,Action,2018
Guardians of the Galaxy,170000000,770882395,PG-13,121.0,Action,2014
Iron Man 2,170000000,621156389,PG-13,125.0,Action,2010
Captain America: The Winter Soldier,170000000,714401889,PG-13,135.0,Action,2014
Dawn of the Planet of the Apes,170000000,710644566,PG-13,130.0,Adventure,2014
The Polar Express,170000000,320838625,G,92.0,Adventure,2004
Snow White and the Huntsman,170000000,401021746,PG-13,127.0,Adventure,2012
Terminator 3: Rise of the Machines,170000000,433058296,R,109.0,Action,2003
Van Helsing,170000000,300150546,PG-13,132.0,Action,2004
Dumbo,170000000,353166307,PG,130.0,Adventure,2019
Godzilla: King of the Monsters,170000000,383299914,PG-13,132.0,Action,2019
Tomorrowland,170000000,206627518,PG,129.0,Adventure,2015
Alita: Battle Angel,170000000,401900040,PG-13,122.0,Action,2019
Alice Through the Looking Glass,170000000,276928112,PG,113.0,Adventure,2016
Furiosa: A Mad Max Saga,168000000,174287546,R,148.0,Action,2024
Jurassic World: Dominion,165000000,1004004592,PG-13,146.0,Action,2022
Shrek Forever After,165000000,756244673,PG,93.0,Adventure,2010
Doctor Strange,165000000,676343174,PG-13,115.0,Action,2016
Big Hero 6,165000000,647263005,PG,108.0,Adventure,2014
How to Train Your Dragon,165000000,495141736,PG,91.0,Adventure,2010
Interstellar,165000000,642037037,PG-13,165.0,Adventure,2014
Wreck-It Ralph,165000000,496511521,PG,101.0,Adventure,2012
Dune,165000000,430153216,PG-13,156.0,Action,2021
Independence Day: Resurgence,165000000,384169424,PG-13,119.0,Action,2016
Cowboys and Aliens,163000000,176038324,PG-13,118.0,Action,2011
Beauty and the Beast,160000000,1268697483,PG,123.0,Musical,2017
Spider-Man: Far From Home,160000000,1132298674,PG-13,129.0,Action,2019
Aquaman,160000000,1131849702,PG-13,143.0,Action,2018
Shrek the Third,160000000,807330936,PG,92.0,Adventure,2007
Inception,160000000,826873382,PG-13,147.0,Thriller/Suspense,2010
The Hunger Games: Mockingjay - Part 2,160000000,646219954,PG-13,136.0,Action,2015
Fast and Furious 6,160000000,789300444,PG-13,130.0,Action,2013
Godzilla,160000000,529076069,PG-13,123.0,Action,2014
Kingdom of the Planet of the Apes,160000000,397369969,PG-13,145.0,Action,2024
X-Men: First Class,160000000,355408305,PG-13,132.0,Action,2011
The Curious Case of Benjamin Button,160000000,329631958,PG-13,167.0,Drama,2008
The Sorcerer's Apprentice,160000000,217986320,PG,108.0,Adventure,2010
Poseidon,160000000,181674817,PG-13,98.0,Adventure,2006
Warcraft,160000000,438899824,PG-13,123.0,Action,2016
The Irishman,159000000,914706,R,210.0,Drama,2019
Haunted Mansion,157750000,114797989,PG-13,123.0,Comedy,2023
Deepwater Horizon,156000000,122333118,PG-13,107.0,Thriller/Suspense,2016
Twisters,155000000,372186517,PG-13,122.0,Thriller/Suspense,2024
The Chronicles of Narnia: The Voyage of the Daw…,155000000,418186950,PG,115.0,Adventure,2010
Godzilla vs. Kong,155000000,470116094,PG-13,113.0,Action,2021
Terminator: Genisys,155000000,432150894,PG-13,126.0,Action,2015
Pacific Rim: Uprising,155000000,290930148,PG-13,111.0,Action,2018
Alexander,155000000,167297191,R,175.0,Action,2004
War for the Planet of the Apes,152000000,489592267,PG-13,142.0,Action,2017
Pearl Harbor,151500000,449239853,PG-13,182.0,Action,2001
Barbie,151000000,1447585476,PG-13,114.0,Comedy,2023
Transformers,151000000,708272592,PG-13,142.0,Action,2007
Frozen II,150000000,1451653316,PG,103.0,Musical,2019
Moana 2,150000000,1026162434,PG,100.0,Adventure,2024
Wonder Woman,150000000,817691766,PG-13,141.0,Action,2017
Frozen,150000000,1271023300,PG,102.0,Musical,2013
Zootopia,150000000,1025485003,PG,108.0,Adventure,2016
Harry Potter and the Order of the Phoenix,150000000,937970397,PG-13,138.0,Adventure,2007
Harry Potter and the Goblet of Fire,150000000,886123994,PG-13,150.0,Adventure,2005
The Matrix Reloaded,150000000,738576929,R,138.0,Action,2003
I am Legend,150000000,585532684,PG-13,100.0,Thriller/Suspense,2007
Moana,150000000,684654985,PG,113.0,Adventure,2016
Hancock,150000000,624234272,PG-13,92.0,Action,2008
Shang-Chi and the Legend of the Ten Rings,150000000,432224634,PG-13,132.0,Action,2021
Charlie and the Chocolate Factory,150000000,475825484,PG,115.0,Adventure,2005
Ratatouille,150000000,626549695,G,110.0,Adventure,2007
Thor: The Dark World,150000000,644602516,PG-13,111.0,Action,2013
Batman Begins,150000000,356770593,PG-13,140.0,Action,2005
Mission: Impossible—Rogue Nation,150000000,688858992,PG-13,131.0,Action,2015
Dunkirk,150000000,509736928,PG-13,107.0,Action,2017
Thor,150000000,449326618,PG-13,113.0,Action,2011
Madagascar: Escape 2 Africa,150000000,599680774,PG,89.0,Adventure,2008
X-Men Origins: Wolverine,150000000,374825760,PG-13,107.0,Action,2009
Night at the Museum: Battle of the Smithsonian,150000000,402231063,PG,105.0,Adventure,2009
Kung Fu Panda 2,150000000,664837547,PG,90.0,Adventure,2011
Mad Max: Fury Road,150000000,380463726,R,120.0,Action,2015
Pokémon: Detective Pikachu,150000000,428919826,PG,104.0,Comedy,2019
The Matrix Revolutions,150000000,427300260,R,129.0,Action,2003
Ready Player One,150000000,579055653,PG-13,140.0,Adventure,2018
Chicken Little,150000000,310043823,G,82.0,Adventure,2005
Mission: Impossible III,150000000,399387745,PG-13,126.0,Action,2006
Angels & Demons,150000000,490875846,PG-13,138.0,Thriller/Suspense,2009
Troy,150000000,483152040,R,162.0,Action,2004
The Last Airbender,150000000,319713881,PG,103.0,Adventure,2010
Bee Movie,150000000,287594577,PG,90.0,Adventure,2007
G-Force,150000000,292817841,PG,87.0,Adventure,2009
Bolt,150000000,328015029,PG,96.0,Adventure,2008
Encanto,150000000,231181871,PG,109.0,Adventure,2021
Dungeons & Dragons: Honor Among Thieves,150000000,207854947,PG-13,134.0,Adventure,2023
Wrath of the Titans,150000000,305270083,PG-13,99.0,Adventure,2012
Beowulf,150000000,195080579,PG-13,115.0,Adventure,2007
Dark Shadows,150000000,245564215,PG-13,112.0,Black Comedy,2012
White House Down,150000000,205440387,PG-13,131.0,Thriller/Suspense,2013
Space Jam: A New Legacy,150000000,163692228,PG,115.0,Comedy,2021
The Wolfman,150000000,142634358,R,102.0,Horror,2010
The Great Wall,150000000,334486852,PG-13,104.0,Action,2016
Pan,150000000,151525973,PG,111.0,Adventure,2015
Mars Needs Moms,150000000,39549758,PG,88.0,Adventure,2011
Moonfall,150000000,59053195,PG-13,124.0,Action,2022
Red Notice,150000000,173638,PG-13,115.0,Action,2021
Flushed Away,149000000,179357126,PG,85.0,Adventure,2006
Wicked,145000000,716965700,PG,160.0,Musical,2024
Madagascar 3: Europe's Most Wanted,145000000,746921271,PG,85.0,Adventure,2012
Mission: Impossible—Ghost Protocol,145000000,694713230,PG-13,132.0,Action,2011
How to Train Your Dragon 2,145000000,614586270,PG,102.0,Adventure,2014
Tarzan,145000000,448191819,G,88.0,Adventure,1999
Mr. Peabody & Sherman,145000000,269806430,PG,91.0,Adventure,2014
Rise of the Guardians,145000000,306941670,PG,97.0,Adventure,2012
Sahara,145000000,121645390,PG-13,124.0,Adventure,2005
Ghostbusters,144000000,229008658,PG-13,117.0,Comedy,2016
Die Another Day,142000000,431942139,PG-13,133.0,Action,2002
Pirates of the Caribbean: The Curse of the Blac…,140000000,654310819,PG-13,144.0,Adventure,2003
Star Trek,140000000,386839614,PG-13,125.0,Adventure,2009
Armageddon,140000000,554600000,PG-13,150.0,Adventure,1998
Men in Black 2,140000000,441767803,PG-13,86.0,Action,2002
Captain America: The First Avenger,140000000,370569776,PG-13,124.0,Action,2011
Kung Fu Panda 3,140000000,520189225,PG,94.0,Adventure,2016
Lethal Weapon 4,140000000,285400000,R,127.0,Action,1998
G.I. Joe: Retaliation,140000000,375740705,PG-13,110.0,Action,2013
The Last Samurai,140000000,456810575,R,154.0,Action,2003
Fun with Dick & Jane,140000000,203018919,PG-13,90.0,Black Comedy,2005
Exodus: Gods and Kings,140000000,268314513,PG-13,150.0,Drama,2014
The BFG,140000000,199646680,PG,115.0,Adventure,2016
Gemini Man,140000000,166598362,PG-13,116.0,Action,2019
Gods of Egypt,140000000,138836756,PG-13,127.0,Adventure,2016
Spider-Man,139000000,822652858,PG-13,121.0,Adventure,2002
Watchmen,138000000,186976250,R,161.0,Action,2009
Stealth,138000000,76416746,PG-13,121.0,Action,2005
The Incredible Hulk,137500000,265573859,PG-13,112.0,Adventure,2008
Hulk,137000000,245031679,PG-13,138.0,Action,2003
Final Fantasy: The Spirits Within,137000000,85131830,PG-13,106.0,Adventure,2001
"The Twilight Saga: Breaking Dawn, Part 2",136200000,829724737,PG-13,115.0,Drama,2012
Godzilla x Kong: The New Empire,135000000,572305338,PG-13,115.0,Action,2024
The Croods,135000000,573068425,PG,98.0,Adventure,2013
The Revenant,135000000,532938302,R,156.0,Adventure,2015
The World is Not Enough,135000000,361730660,PG-13,128.0,Action,1999
Rango,135000000,245724600,PG,107.0,Western,2011
Master and Commander: The Far Side of the World,135000000,212912137,PG-13,139.0,Adventure,2003
Turbo,135000000,286896578,PG,96.0,Adventure,2013
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245328374,PG-13,112.0,Adventure,2016
Happy Feet Two,135000000,157956462,PG,99.0,Musical,2011
Miami Vice,135000000,164920076,R,132.0,Action,2006
Strange World,135000000,70699728,PG,102.0,Adventure,2022
The Nutcracker and the Four Realms,132900000,170024300,PG,99.0,Adventure,2018
War of the Worlds,132000000,606836535,PG-13,116.0,Action,2005
Penguins of Madagascar,132000000,366942531,PG,92.0,Adventure,2014
The Hunger Games: Catching Fire,130000000,864808014,PG-13,146.0,Adventure,2013
Harry Potter and the Prisoner of Azkaban,130000000,784242906,PG,141.0,Adventure,2004
The Bourne Ultimatum,130000000,444043396,PG-13,113.0,Thriller/Suspense,2007
Ant-Man and the Wasp,130000000,623144660,PG-13,118.0,Action,2018
Kung Fu Panda,130000000,632203486,PG,91.0,Adventure,2008
Ant-Man,130000000,518858449,PG-13,117.0,Action,2015
Home,130000000,385997896,PG,94.0,Adventure,2015
Mary Poppins Returns,130000000,345606500,PG,130.0,Musical,2018
Puss in Boots,130000000,554987477,PG,90.0,Adventure,2011
Megamind,130000000,321887208,PG,95.0,Adventure,2010
Bad Boys II,130000000,273271982,R,140.0,Action,2003
Rio 2,130000000,492846291,G,101.0,Adventure,2014
Salt,130000000,290650494,PG-13,100.0,Thriller/Suspense,2010
Noah,130000000,352831065,PG-13,137.0,Drama,2014
The Adventures of Tintin,130000000,373993951,PG,104.0,Adventure,2011
After Earth,130000000,251499665,PG-13,99.0,Action,2013
Australia,130000000,215080810,PG-13,165.0,Drama,2008
R.I.P.D.,130000000,79076678,PG-13,98.0,Action,2013
How to Train Your Dragon: The Hidden World,129000000,520979901,PG,104.0,Adventure,2019
Meg 2: The Trench,129000000,397833033,PG-13,116.0,Action,2023
"The Twilight Saga: Breaking Dawn, Part 1",127500000,683212735,PG-13,117.0,Drama,2011
Dinosaur,127500000,356148063,PG,82.0,Adventure,2000
Logan,127000000,614202315,R,135.0,Action,2017
Night at the Museum: Secret of the Tomb,127000000,353756621,PG,97.0,Adventure,2014
Harry Potter and the Deathly Hallows: Part II,125000000,1311562841,PG-13,131.0,Adventure,2011
The Hunger Games: Mockingjay - Part 1,125000000,766575131,PG-13,123.0,Action,2014
Harry Potter and the Sorcerer’s Stone,125000000,962650768,PG,152.0,Adventure,2001
Jumanji: The Next Level,125000000,795356912,PG-13,123.0,Adventure,2019
Harry Potter and the Deathly Hallows: Part I,125000000,943525724,PG-13,146.0,Adventure,2010
Wonka,125000000,634681815,PG,116.0,Musical,2023
The Da Vinci Code,125000000,767820459,PG-13,152.0,Adventure,2006
X-Men 2,125000000,406348630,PG-13,135.0,Action,2003
Fast Five,125000000,629975898,PG-13,130.0,Action,2011
Teenage Mutant Ninja Turtles,125000000,485004754,PG-13,101.0,Adventure,2014
Sherlock Holmes: A Game of Shadows,125000000,535663443,PG-13,129.0,Action,2011
The Day After Tomorrow,125000000,555840117,PG-13,123.0,Adventure,2004
The Boss Baby,125000000,527909949,PG,97.0,Adventure,2017
Clash of the Titans,125000000,493214888,PG-13,106.0,Action,2010
Trolls,125000000,342831709,PG,93.0,Adventure,2016
Godzilla,125000000,376000000,PG-13,139.0,Action,1998
Prometheus,125000000,402448265,R,124.0,Thriller/Suspense,2012
The Bourne Legacy,125000000,280355920,PG-13,135.0,Thriller/Suspense,2012
Batman & Robin,125000000,238317814,PG-13,125.0,Action,1997
The Fall Guy,125000000,180389902,PG-13,126.0,Action,2024
Skyscraper,125000000,304858121,PG,103.0,Action,2018
The Call of the Wild,125000000,107351191,PG,100.0,Adventure,2020
Total Recall,125000000,211856088,PG-13,117.0,Action,2012
Shazam! Fury of the Gods,125000000,134221819,PG-13,130.0,Action,2023
Assassin’s Creed,125000000,240759682,PG-13,116.0,Action,2016
Monster Trucks,125000000,61642798,PG-13,104.0,Adventure,2016
The 13th Warrior,125000000,61698899,R,103.0,Action,1999
How the Grinch Stole Christmas,123000000,347522208,PG,105.0,Adventure,2000
Sonic the Hedgehog 3,122000000,447179575,PG,109.0,Adventure,2024
Mission: Impossible 2,120000000,549588516,PG-13,126.0,Action,2000
The Perfect Storm,120000000,328711434,PG-13,129.0,Drama,2000
Jason Bourne,120000000,416168316,PG-13,123.0,Action,2016
Uncharted,120000000,400689914,PG-13,116.0,Adventure,2022
Fantastic Four: Rise of the Silver Surfer,120000000,289480691,PG,91.0,Action,2007
Life of Pi,120000000,619310368,PG,125.0,Drama,2012
Ghost Rider,120000000,229545589,PG-13,110.0,Action,2007
Rampage,120000000,427947217,PG-13,107.0,Action,2018
Charlie's Angels: Full Throttle,120000000,227163273,PG-13,106.0,Action,2003
Elysium,120000000,286192091,R,109.0,Action,2013
Oblivion,120000000,287916633,PG-13,125.0,Action,2013
Power Rangers,120000000,142531552,PG-13,124.0,Action,2017
Blue Beetle,120000000,130841501,PG-13,127.0,Action,2023
Stuart Little 2,120000000,166000000,PG,77.0,Adventure,2002
RoboCop,120000000,242981799,PG-13,116.0,Action,2014
The Chronicles of Riddick,120000000,107212751,PG-13,119.0,Adventure,2004
The Fantastic Four,120000000,167849187,PG-13,100.0,Action,2015
Speed Racer,120000000,93394462,PG,135.0,Action,2008
The Island,120000000,163018913,PG-13,136.0,Action,2005
How Do You Know?,120000000,49628177,R,121.0,Romantic Comedy,2010
Knight and Day,117000000,258751370,PG-13,109.0,Action,2010
Detective Chinatown 3 (唐人街探案3),117000000,625136211,R,136.0,Action,2021
Venom,116000000,856081053,PG-13,112.0,Action,2018
Star Wars Ep. I: The Phantom Menace,115000000,1046513456,PG,133.0,Adventure,1999
Star Wars Ep. III: Revenge of the Sith,115000000,848998877,PG-13,139.0,Adventure,2005
Star Wars Ep. II: Attack of the Clones,115000000,656695615,PG,143.0,Adventure,2002
"Monsters, Inc.",115000000,560483719,G,92.0,Adventure,2001
The Wolverine,115000000,416456852,PG-13,126.0,Action,2013
Dante’s Peak,115000000,178200000,PG-13,109.0,Thriller/Suspense,1997
The Huntsman: Winter’s War,115000000,165149302,PG-13,113.0,Action,2016
Windtalkers,115000000,77628265,R,134.0,Action,2002
Astérix aux Jeux Olympiques,113500000,132999811,NR,116.0,Adventure,2008
Gulliver's Travels,112000000,232017848,PG,87.0,Adventure,2010
Ferdinand,111000000,307491645,PG,107.0,Adventure,2017
Deadpool 2,110000000,786362370,R,119.0,Action,2018
Gravity,110000000,684657731,PG-13,91.0,Thriller/Suspense,2013
Night at the Museum,110000000,579446407,PG,108.0,Adventure,2006
Venom: Let There be Carnage,110000000,501546922,PG-13,97.0,Action,2021
Mr. and Mrs. Smith,110000000,486124090,PG-13,120.0,Action,2005
San Andreas,110000000,474590832,PG-13,114.0,Adventure,2015
The Smurfs,110000000,563749323,PG,103.0,Adventure,2011
Venom: The Last Dance,110000000,474765850,PG-13,109.0,Action,2024
Live Free or Die Hard,110000000,382288147,PG-13,129.0,Action,2007
The Divergent Series: Insurgent,110000000,295075882,PG-13,118.0,Action,2015
Ocean’s Twelve,110000000,362989076,PG-13,125.0,Adventure,2004
Tomorrow Never Dies,110000000,339504276,PG-13,119.0,Action,1997
The Patriot,110000000,215300000,R,164.0,Drama,2000
IF,110000000,184898670,PG,104.0,Comedy,2024
300: Rise of an Empire,110000000,330780051,R,102.0,Action,2014
