title,budget,gross,mpaa,running_time,genre,year
Burlesque,55000000,90552675,PG-13,116.0,Musical,2010
The Ghost and the Darkness,55000000,38564422,R,109.0,Action,1996
Changeling,55000000,113805580,R,142.0,Thriller/Suspense,2008
The Watch,55000000,67130045,R,87.0,Comedy,2012
The Hunted,55000000,47213095,R,106.0,Action,2003
Instinct,55000000,34105207,R,126.0,Thriller/Suspense,1999
Stuck On You,55000000,63537164,PG-13,118.0,Comedy,2003
Semi-Pro,55000000,43980363,R,91.0,Comedy,2008
Annihilation,55000000,43070915,R,115.0,Thriller/Suspense,2018
Crimson Peak,55000000,74966854,R,118.0,Horror,2015
The Pirates! Band of Misfits,55000000,136143605,PG,88.0,Adventure,2012
In the Heights,55000000,45175167,PG-13,120.0,Musical,2021
Aeon Flux,55000000,53913573,PG-13,92.0,Action,2005
Chain Reaction,55000000,60209334,PG-13,107.0,Thriller/Suspense,1996
The Fan,55000000,18582965,R,120.0,Thriller/Suspense,1996
Elizabeth: The Golden Age,55000000,74870866,PG-13,110.0,Drama,2007
Imagine That,55000000,22438144,PG,115.0,Comedy,2009
Gods and Generals,55000000,12923936,PG-13,219.0,Drama,2003
Turbulence,55000000,11532774,R,100.0,Thriller/Suspense,1997
Bullet to the Head,55000000,22597969,R,91.0,Action,2013
All the King's Men,55000000,9521458,PG-13,128.0,Drama,2006
Thunderbirds,55000000,28231444,PG,94.0,Adventure,2004
Un long dimanche de fiançailles,55000000,69722444,R,133.0,Drama,2004
Lucky You,55000000,6521829,PG-13,124.0,Drama,2007
Lolita,55000000,1147784,R,106.0,Drama,1998
Eye See You,55000000,1807990,NR,96.0,Horror,2002
Superman II,54000000,190400000,PG,127.0,Adventure,1981
Blade 2,54000000,154338601,R,108.0,Action,2002
"You, Me and Dupree",54000000,130402010,PG-13,109.0,Comedy,2006
Seven Pounds,54000000,166617328,PG-13,123.0,Drama,2008
The Godfather: Part III,54000000,66786966,R,162.0,Drama,1990
Elizabethtown,54000000,50719373,PG-13,123.0,Drama,2005
Gigli,54000000,7126002,R,106.0,Romantic Comedy,2003
Shaft,53012938,107190108,R,100.0,Action,2000
The Dukes of Hazzard,53000000,109848461,PG-13,105.0,Comedy,2005
Law Abiding Citizen,53000000,131159781,R,118.0,Thriller/Suspense,2009
Black Mass,53000000,99975678,R,122.0,Drama,2015
Anastasia,53000000,139801096,G,94.0,Musical,1997
Moulin Rouge,53000000,179199536,PG-13,126.0,Musical,2001
Domestic Disturbance,53000000,54207112,PG-13,90.0,Thriller/Suspense,2001
Flags of Our Fathers,53000000,63657941,R,132.0,Drama,2006
Grindhouse,53000000,50187789,R,191.0,Multiple Genres,2007
Beloved,53000000,22852487,R,171.0,Horror,1998
Zero Dark Thirty,52500000,134612435,R,137.0,Thriller/Suspense,2012
Catch Me if You Can,52000000,355612291,PG-13,140.0,Drama,2002
Mamma Mia!,52000000,584481736,PG-13,108.0,Musical,2008
The Break-Up,52000000,205727307,PG-13,106.0,Romantic Comedy,2006
Valentine's Day,52000000,217569328,PG-13,124.0,Romantic Comedy,2010
Casino,52000000,110400000,R,178.0,Drama,1995
The Change-Up,52000000,75997067,R,114.0,Comedy,2011
The Thin Red Line,52000000,97709034,R,165.0,Drama,1998
Man on the Moon,52000000,47407635,R,106.0,Drama,1999
From Paris With Love,52000000,53139168,R,92.0,Thriller/Suspense,2010
Bulletproof Monk,52000000,26922492,PG-13,104.0,Action,2003
"Me, Myself & Irene",51000000,149270999,R,116.0,Comedy,2000
Barnyard: The Original Party Animals,51000000,118583844,PG,90.0,Adventure,2006
Alpha,51000000,99624873,PG-13,97.0,Adventure,2018
Deck the Halls,51000000,46815807,PG,93.0,Comedy,2006
The Adjustment Bureau,50200000,126931325,PG-13,105.0,Thriller/Suspense,2011
The Twilight Saga: New Moon,50000000,687556547,PG-13,130.0,Drama,2009
Shrek,50000000,492534844,PG,90.0,Adventure,2001
Ted,50000000,556016627,R,106.0,Comedy,2012
22 Jump Street,50000000,331333876,R,111.0,Comedy,2014
Robin Hood: Prince of Thieves,50000000,390500000,PG-13,143.0,Adventure,1991
Jerry Maguire,50000000,273552592,R,135.0,Romantic Comedy,1996
Daddy’s Home,50000000,241504989,PG-13,96.0,Comedy,2015
As Good as it Gets,50000000,314111923,PG-13,138.0,Romantic Comedy,1997
Patch Adams,50000000,202173000,PG-13,115.0,Comedy,1998
Central Intelligence,50000000,217194805,PG-13,114.0,Comedy,2016
Anchorman 2: The Legend Continues,50000000,172246223,PG-13,118.0,Comedy,2013
Super 8,50000000,257972745,PG-13,112.0,Thriller/Suspense,2011
Mr. Deeds,50000000,171269535,PG-13,96.0,Comedy,2002
Erin Brockovich,50000000,257805243,R,130.0,Drama,2000
Creed II,50000000,213591522,PG-13,128.0,Drama,2018
Peter Rabbit,50000000,358117307,PG,95.0,Adventure,2018
How to Lose a Guy in 10 Days,50000000,178503788,PG-13,116.0,Romantic Comedy,2003
Interview with the Vampire,50000000,223641412,R,123.0,Horror,1994
The Mule,50000000,173453994,R,116.0,Drama,2018
Yes Man,50000000,225990976,PG-13,104.0,Romantic Comedy,2008
Non-Stop,50000000,222383055,PG-13,110.0,Action,2014
Stepmom,50000000,159745279,PG-13,120.0,Drama,1998
Disney Planes,50000000,238059569,PG,91.0,Adventure,2013
Failure to Launch,50000000,128402901,PG-13,97.0,Romantic Comedy,2006
Inside Man,50000000,185798265,R,128.0,Thriller/Suspense,2006
The Emoji Movie,50000000,216564839,PG,86.0,Adventure,2017
"Crazy, Stupid, Love",50000000,146493974,PG-13,118.0,Romantic Comedy,2011
The Post,50000000,179769457,PG-13,115.0,Drama,2017
Payback,50000000,161626121,R,101.0,Action,1999
Congo,50000000,152022333,PG-13,110.0,Adventure,1995
Knowing,50000000,186450317,PG-13,117.0,Thriller/Suspense,2009
The Ring Two,50000000,161941727,PG-13,109.0,Horror,2005
We Bought a Zoo,50000000,118729073,PG,124.0,Drama,2011
Moneyball,50000000,111300835,PG-13,133.0,Drama,2011
Garfield: The Movie,50000000,208094550,PG,80.0,Adventure,2004
Christmas with the Kranks,50000000,96469187,PG,98.0,Comedy,2004
V for Vendetta,50000000,130214162,R,145.0,Action,2006
Civil War,50000000,106547052,R,109.0,Action,2024
Outbreak,50000000,190023573,R,129.0,Thriller/Suspense,1995
The Woman King,50000000,94374749,PG-13,135.0,Action,2022
Race to Witch Mountain,50000000,105103784,PG,98.0,Adventure,2009
The Forgotten,50000000,117211892,PG-13,91.0,Thriller/Suspense,2004
Herbie: Fully Loaded,50000000,144110682,G,102.0,Adventure,2005
A Man Called Otto,50000000,108641148,PG-13,126.0,Comedy,2022
Shanghai Knights,50000000,88316835,PG-13,110.0,Western,2003
Planes: Fire and Rescue,50000000,156399644,PG,83.0,Adventure,2014
Curious George,50000000,71052604,G,86.0,Adventure,2006
American Reunion,50000000,236799211,R,112.0,Comedy,2012
Hansel & Gretel: Witch Hunters,50000000,214949716,R,100.0,Action,2013
I am Number Four,50000000,146195159,PG-13,114.0,Adventure,2011
Don’t Say a Word,50000000,104488383,R,113.0,Thriller/Suspense,2001
13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,R,144.0,Thriller/Suspense,2016
Unfaithful,50000000,119114494,R,124.0,Thriller/Suspense,2002
American Made,50000000,135569212,R,114.0,Action,2017
Syriana,50000000,92690959,R,127.0,Thriller/Suspense,2005
Resident Evil: Apocalypse,50000000,125168734,R,93.0,Horror,2004
The Book of Life,50000000,97651543,PG,95.0,Adventure,2014
Absolute Power,50000000,50068310,R,121.0,Thriller/Suspense,1997
Firewall,50000000,82751189,PG-13,105.0,Thriller/Suspense,2006
The Game,50000000,80369970,R,128.0,Thriller/Suspense,1997
G.I. Jane,50000000,48169156,R,125.0,Drama,1997
Into the Storm,50000000,150429371,PG-13,89.0,Thriller/Suspense,2014
The Judge,50000000,76073556,R,141.0,Drama,2014
Silent Hill,50000000,94704227,R,125.0,Horror,2006
"Lyle, Lyle, Crocodile",50000000,107192068,PG,106.0,Musical,2022
Tom and Jerry,50000000,136536687,PG,100.0,Adventure,2021
Rambo: Last Blood,50000000,91378886,R,100.0,Action,2019
The Replacements,50000000,50054511,PG-13,118.0,Comedy,2000
The Negotiator,50000000,49105766,R,139.0,Action,1998
War Dogs,50000000,86234503,R,114.0,Black Comedy,2016
Beverly Hills Cop III,50000000,119180938,R,109.0,Comedy,1994
Gremlins 2: The New Batch,50000000,41476097,PG-13,106.0,Comedy,1990
The Peacemaker,50000000,62967368,R,123.0,Action,1997
Out of Time,50000000,55489826,PG-13,114.0,Thriller/Suspense,2003
Bridget Jones: The Edge Of Reason,50000000,263894551,R,108.0,Romantic Comedy,2004
The Beach,50000000,39778599,R,106.0,Drama,2000
The Adventures of Sharkboy and Lavagirl in 3-D,50000000,69425966,PG,94.0,Adventure,2005
On Deadly Ground,50000000,38590458,R,106.0,Action,1994
Ninja Assassin,50000000,62209892,R,99.0,Action,2009
Raising Helen,50000000,49842431,PG-13,119.0,Comedy,2004
The Nice Guys,50000000,59596747,R,116.0,Black Comedy,2016
For Love of the Game,50000000,46112640,PG-13,137.0,Drama,1999
Jack Frost,50000000,34645374,PG,95.0,Comedy,1998
Marmaduke,50000000,89895930,PG,88.0,Comedy,2010
Striptease,50000000,113309743,R,117.0,Black Comedy,1996
Hereafter,50000000,108660270,PG-13,129.0,Drama,2010
Murder by Numbers,50000000,56643267,R,119.0,Thriller/Suspense,2002
Assassins,50000000,83306268,R,132.0,Action,1995
Hostiles,50000000,36976336,R,127.0,Western,2017
Horizon: An American Saga Chapter 1,50000000,38735702,R,181.0,Western,2024
Zoolander 2,50000000,55348693,PG-13,102.0,Comedy,2016
Defiance,50000000,52987754,R,136.0,Drama,2009
Hannibal Rising,50000000,80583311,R,117.0,Thriller/Suspense,2007
The Story of Us,50000000,27100030,R,95.0,Romantic Comedy,1999
The Host,50000000,64477051,PG-13,88.0,Thriller/Suspense,2013
Basic,50000000,42598498,R,98.0,Thriller/Suspense,2003
Run All Night,50000000,71661644,R,114.0,Action,2015
Blood Work,50000000,26199517,R,110.0,Thriller/Suspense,2002
The International,50000000,53850527,R,118.0,Thriller/Suspense,2009
Escape from L.A.,50000000,25426861,R,100.0,Action,1996
Twisted,50000000,40119848,R,97.0,Thriller/Suspense,2004
All the Money in the World,50000000,56890649,R,132.0,Thriller/Suspense,2017
The Life Aquatic with Steve Zissou,50000000,34806726,R,118.0,Comedy,2004
The Iron Giant,50000000,31709604,PG,87.0,Adventure,1999
Hellboy,50000000,53956480,R,120.0,Horror,2019
Your Highness,50000000,26121638,R,102.0,Comedy,2011
Snowden,50000000,35380918,R,134.0,Drama,2015
Dream House,50000000,41642166,PG-13,92.0,Horror,2011
Free State of Jones,50000000,23237252,R,139.0,Drama,2016
Gamer,50000000,42002029,R,95.0,Action,2009
Man of the House,50000000,22099706,PG-13,100.0,Comedy,2005
The Life of David Gale,50000000,28920188,R,130.0,Thriller/Suspense,2003
Cabrini,50000000,20592796,PG-13,142.0,Drama,2024
Beautiful Creatures,50000000,60282876,PG-13,123.0,Drama,2013
Into the Blue,50000000,41982227,PG-13,110.0,Adventure,2005
Eastern Promises,50000000,56077088,R,100.0,Thriller/Suspense,2007
Baby’s Day Out,50000000,16581575,PG,99.0,Comedy,1994
King Richard,50000000,39538334,PG-13,138.0,Drama,2021
The Messenger: The Story of Joan of Arc,50000000,14271297,R,148.0,Drama,1999
Here,50000000,15049963,PG-13,104.0,Drama,2024
Fair Game,50000000,26097497,R,91.0,Action,1995
Drive Angry,50000000,41042583,R,104.0,Action,2011
Mad City,50000000,10561038,PG-13,114.0,Thriller/Suspense,1997
The Scarlet Letter,50000000,10359006,R,135.0,Drama,1995
Domino,50000000,23574057,R,127.0,Action,2005
Jade,50000000,9812870,R,95.0,Thriller/Suspense,1995
The Crow,50000000,15952484,R,111.0,Action,2024
Street Fighter: The Legend of Chun-Li,50000000,12660287,PG-13,96.0,Action,2009
Death to Smoochy,50000000,8374062,R,106.0,Black Comedy,2002
Early Man,50000000,45285890,PG,89.0,Adventure,2018
The Many Saints of Newark,50000000,13037403,R,120.0,Drama,2021
The Boat That Rocked,50000000,37472651,R,130.0,Comedy,2009
Operation Fortune: Ruse de guerre,50000000,27835815,R,114.0,Action,2023
The Big Bounce,50000000,6626115,PG-13,88.0,Comedy,2004
What Planet Are You From?,50000000,6291602,R,105.0,Comedy,2000
The Wandering Earth (流浪地球),50000000,655883084,NR,125.0,Action,2019
Arctic Dogs,50000000,11285154,PG,93.0,Adventure,2019
The Rhythm Section,50000000,5983043,R,109.0,Thriller/Suspense,2020
Child 44,50000000,8004221,R,137.0,Thriller/Suspense,2015
Outlander,50000000,1250617,R,115.0,Action,2009
Upside Down,50000000,26387039,PG-13,113.0,Romantic Comedy,2012
Shanghai,50000000,15505922,R,104.0,Drama,2012
Dora and the Lost City of Gold,49000000,120592276,PG,102.0,Adventure,2019
The One,49000000,72689126,PG-13,87.0,Action,2001
Chappie,49000000,105002056,R,120.0,Action,2015
The Adventures of Ford Fairlane,49000000,20423389,R,102.0,Comedy,1990
Anna Karenina,49000000,71004627,R,129.0,Drama,2012
Indiana Jones and the Last Crusade,48000000,474171806,PG-13,127.0,Adventure,1989
The Ring,48000000,248218486,PG-13,115.0,Horror,2002
Traffic,48000000,208300000,R,148.0,Drama,2000
Panic Room,48000000,196308367,R,106.0,Thriller/Suspense,2002
Taken 3,48000000,327656424,PG-13,118.0,Action,2015
Zombieland: Double Tap,48000000,125213018,R,93.0,Comedy,2019
The Thomas Crown Affair,48000000,124304264,R,113.0,Thriller/Suspense,1999
Instant Family,48000000,119736188,PG-13,119.0,Comedy,2018
The Bone Collector,48000000,151463090,R,118.0,Thriller/Suspense,1999
Three Kings,48000000,107752036,R,114.0,Black Comedy,1999
Tooth Fairy,48000000,112610386,PG,101.0,Adventure,2010
Rat Race,48000000,86607223,PG-13,112.0,Comedy,2001
3:10 to Yuma,48000000,71171825,R,122.0,Western,2007
K-PAX,48000000,64978140,PG-13,121.0,Drama,2001
Kate and Leopold,48000000,70937778,PG-13,120.0,Romantic Comedy,2001
Bedazzled,48000000,90376224,PG-13,93.0,Comedy,2000
Out of Sight,48000000,77562568,R,123.0,Comedy,1998
The Cotton Club,48000000,25928721,R,128.0,Drama,1984
Charlie’s Angels,48000000,73235048,PG-13,119.0,Action,2019
Rambo,47500000,113244290,R,91.0,Action,2008
The Infiltrator,47500000,22152137,R,127.0,Thriller/Suspense,2016
Dick Tracy,47000000,162738726,PG,103.0,Action,1990
Arrival,47000000,202241353,PG-13,116.0,Drama,2016
The Cable Guy,47000000,102825796,PG-13,91.0,Black Comedy,1996
Addams Family Values,47000000,46293855,PG-13,103.0,Black Comedy,1993
Earth,47000000,116773317,G,99.0,Documentary,2009
Riding in Cars with Boys,47000000,29781453,PG-13,106.0,Drama,2001
Happily N'Ever After,47000000,37923818,PG,87.0,Adventure,2007
Solaris,47000000,14970038,PG-13,105.0,Drama,2002
Jonah Hex,47000000,11022696,PG-13,81.0,Action,2010
Mary Reilly,47000000,12900000,R,108.0,Horror,1996
Silence,46500000,23709894,R,161.0,Drama,2016
Mr. Nobody,46500000,22254,R,155.0,Drama,2012
My Best Friend's Wedding,46000000,298923419,PG,103.0,Romantic Comedy,1997
America's Sweethearts,46000000,160648493,PG-13,106.0,Romantic Comedy,2001
Star Trek: First Contact,46000000,150000000,PG-13,110.0,Adventure,1996
Brother Bear,46000000,250397798,G,106.0,Adventure,2003
Insomnia,46000000,113622499,R,118.0,Thriller/Suspense,2002
Prisoners,46000000,113310547,R,153.0,Thriller/Suspense,2013
Courage Under Fire,46000000,100833145,R,111.0,Drama,1996
Strays,46000000,35983009,R,93.0,Comedy,2023
Arthur and the War of Two Worlds,45500000,36180824,PG,106.0,Adventure,2015
Liar Liar,45000000,302710615,PG-13,87.0,Comedy,1997
A Bug’s Life,45000000,363095319,G,96.0,Adventure,1998
Taken 2,45000000,377807404,PG-13,91.0,Thriller/Suspense,2012
The Flintstones,45000000,358500000,PG,92.0,Comedy,1994
Scary Movie 3,45000000,155200000,PG-13,85.0,Comedy,2003
Miss Congeniality,45000000,213420951,PG-13,109.0,Comedy,2000
Pitch Perfect 3,45000000,185736412,PG-13,93.0,Comedy,2017
Journey to the Center of the Earth,45000000,243180937,PG,92.0,Adventure,2008
The Pelican Brief,45000000,187995859,PG-13,141.0,Thriller/Suspense,1993
The Princess Diaries 2: Royal Engagement,45000000,134713435,G,113.0,Romantic Comedy,2004
The Bucket List,45000000,174807445,PG-13,97.0,Comedy,2007
The Client,45000000,117615211,PG-13,121.0,Thriller/Suspense,1994
The Muppets,45000000,160461952,PG,98.0,Adventure,2011
Patriot Games,45000000,178100000,R,117.0,Action,1992
Monster-in-Law,45000000,155931301,PG-13,100.0,Romantic Comedy,2005
Training Day,45000000,104505352,R,122.0,Thriller/Suspense,2001
The Girl on the Train,45000000,174278214,R,112.0,Thriller/Suspense,2016
Galaxy Quest,45000000,90523726,PG,102.0,Comedy,1999
Scary Movie 2,45000000,141189101,R,82.0,Comedy,2001
Blade,45000000,131237688,R,120.0,Action,1998
Coach Carter,45000000,76665507,PG-13,137.0,Drama,2005
The Bounty Hunter,45000000,135808837,PG-13,111.0,Romantic Comedy,2010
Changing Lanes,45000000,66790248,R,99.0,Thriller/Suspense,2002
Anaconda,45000000,136998907,PG-13,89.0,Horror,1997
Underworld: Evolution,45000000,113417762,R,106.0,Action,2006
A Beautiful Day in the Neighborhood,45000000,68590003,PG,108.0,Drama,2019
Coyote Ugly,45000000,113916474,PG-13,101.0,Drama,2000
Love Actually,45000000,246479647,R,135.0,Romantic Comedy,2003
Jack,45000000,58617334,PG-13,113.0,Drama,1996
The Specialist,45000000,170362581,R,106.0,Action,1994
Office Christmas Party,45000000,115097874,R,105.0,Comedy,2016
Tin Cup,45000000,75854588,R,133.0,Romantic Comedy,1996
"Yours, Mine and Ours",45000000,72359917,PG,88.0,Comedy,2005
Kicking and Screaming,45000000,55842724,PG,95.0,Comedy,2005
The Hitchhiker's Guide to the Galaxy,45000000,102746214,PG,109.0,Adventure,2005
Resident Evil: Extinction,45000000,149871103,R,95.0,Horror,2007
No Hard Feelings,45000000,83453541,R,103.0,Comedy,2023
Fat Albert,45000000,48563556,PG,97.0,Comedy,2004
Savages,45000000,82513490,R,130.0,Thriller/Suspense,2012
The River Wild,45000000,94215000,PG-13,111.0,Thriller/Suspense,1994
Blended,45000000,127990741,PG-13,117.0,Romantic Comedy,2014
All Eyez on Me,45000000,57697426,R,137.0,Drama,2016
Peter Rabbit 2: The Runaway,45000000,157214984,PG,93.0,Adventure,2021
Last Holiday,45000000,43343247,PG-13,112.0,Comedy,2006
16 Blocks,45000000,65595141,PG-13,105.0,Action,2006
The Indian in the Cupboard,45000000,35627222,PG,96.0,Adventure,1995
65,45000000,56241027,PG-13,93.0,Thriller/Suspense,2023
Cellular,45000000,61453420,PG-13,95.0,Thriller/Suspense,2004
Doctor Sleep,45000000,72381712,R,151.0,Horror,2019
The Ant Bully,45000000,49610898,PG,89.0,Adventure,2006
Johnny English,45000000,161735791,PG,87.0,Action,2003
Dune,45000000,28018540,PG-13,137.0,Action,1984
Aliens in the Attic,45000000,59551283,PG,85.0,Comedy,2009
Across the Universe,45000000,29367143,PG-13,133.0,Musical,2007
Revolutionary Road,45000000,79604820,R,129.0,Drama,2008
Babylon A.D.,45000000,70216497,PG-13,100.0,Action,2008
Richard Jewell,45000000,44645542,R,129.0,Drama,2019
Frankenstein,45000000,112006296,R,123.0,Horror,1994
The Glimmer Man,45000000,36404841,R,92.0,Action,1996
UglyDolls,45000000,32630599,PG,87.0,Adventure,2019
Multiplicity,45000000,20133326,PG-13,117.0,Comedy,1996
The Pledge,45000000,29406132,R,124.0,Thriller/Suspense,2001
The Producers: The Movie Musical,45000000,32952995,PG-13,134.0,Musical,2005
Paws of Fury: The Legend of Hank,45000000,40166138,PG,97.0,Adventure,2022
The Phantom,45000000,17220599,PG,100.0,Action,1996
Rebound,45000000,17492014,PG,86.0,Comedy,2005
The Ghost Writer,45000000,65532491,PG-13,129.0,Thriller/Suspense,2010
All the Pretty Horses,45000000,18120267,PG-13,117.0,Western,2000
Bangkok Dangerous,45000000,46598133,R,100.0,Action,2008
Nixon,45000000,34668249,R,212.0,Drama,1995
The Last Voyage of the Demeter,45000000,20397648,R,119.0,Horror,2023
Dredd,45000000,41467606,R,98.0,Action,2012
The Rum Diary,45000000,21544732,R,122.0,Drama,2011
Deep Rising,45000000,11203026,R,106.0,Action,1998
Welcome to Marwen,45000000,13086137,PG-13,116.0,Drama,2018
Bloodshot,45000000,37163054,PG-13,109.0,Action,2019
The Seeker: The Dark is Rising,45000000,31852619,PG,99.0,Adventure,2007
Johnny English Reborn,45000000,164640401,PG,101.0,Comedy,2011
Miracle at St. Anna,45000000,9676497,R,160.0,Drama,2008
Big Trouble,45000000,8488871,PG-13,85.0,Black Comedy,2002
Man cheng jin dai huang jin jia,45000000,76904429,R,114.0,Action,2006
Love in the Time of Cholera,45000000,31077418,R,133.0,Drama,2007
Pinocchio,45000000,31681811,G,108.0,Adventure,2002
Shadow Conspiracy,45000000,2154540,R,106.0,Thriller/Suspense,1997
Foodfight!,45000000,120323,PG,91.0,Adventure,2012
Hillbilly Elegy,45000000,38852,R,116.0,Drama,2020
Argo,44500000,227140757,R,120.0,Thriller/Suspense,2012
The Fugitive,44000000,353808222,PG-13,130.0,Thriller/Suspense,1993
Rambo: First Blood Part II,44000000,300400000,R,96.0,Action,1985
Sleepers,44000000,165600852,R,147.0,Drama,1996
Charlie St. Cloud,44000000,48478084,PG-13,100.0,Drama,2010
The Juror,44000000,22730924,R,118.0,Thriller/Suspense,1996
The Interview,44000000,12342632,R,111.0,Comedy,2014
The Heat,43000000,229727774,R,117.0,Comedy,2013
Finding Forrester,43000000,80013623,PG-13,137.0,Drama,2000
28 Days,43000000,62063972,PG-13,104.0,Comedy,2000
Danny the Dog,43000000,49037621,R,102.0,Action,2005
The Sweetest Thing,43000000,63078756,R,75.0,Romantic Comedy,2002
The Girl in the Spider’s Web,43000000,34983342,R,117.0,Thriller/Suspense,2018
Last Night in Soho,43000000,22567607,R,116.0,Thriller/Suspense,2021
A Monster Calls,43000000,46414530,PG-13,108.0,Drama,2016
The Mechanic,42500000,76347393,R,93.0,Action,2011
The Firm,42000000,270340892,R,155.0,Thriller/Suspense,1993
21 Jump Street,42000000,202812429,R,109.0,Comedy,2012
Notting Hill,42000000,363718196,PG-13,124.0,Romantic Comedy,1999
Little Women,42000000,218838386,PG,135.0,Drama,2019
Chicken Run,42000000,227793915,G,80.0,Adventure,2000
Along Came Polly,42000000,173044410,PG-13,90.0,Romantic Comedy,2004
Boomerang,42000000,131052444,R,117.0,Romantic Comedy,1992
Brüno,42000000,138708527,R,82.0,Comedy,2009
Snatched,42000000,60129558,R,90.0,Comedy,2017
Here Comes the Boom,42000000,73239258,PG,104.0,Comedy,2012
High Crimes,42000000,63781100,PG-13,115.0,Thriller/Suspense,2002
The Mirror Has Two Faces,42000000,41267469,PG-13,106.0,Romantic Comedy,1996
Red Riding Hood,42000000,91678442,PG-13,120.0,Thriller/Suspense,2011
The Mothman Prophecies,42000000,56438555,PG-13,119.0,Horror,2002
Licence to Kill,42000000,156167015,PG-13,133.0,Action,1989
Holmes & Watson,42000000,41926605,PG-13,90.0,Comedy,2018
One for the Money,42000000,39377700,PG-13,106.0,Comedy,2012
15 Minutes,42000000,56331864,R,120.0,Thriller/Suspense,2001
Lord of War,42000000,60437727,R,122.0,Drama,2005
Super Mario Bros.,42000000,20844907,PG,104.0,Adventure,1993
Hero,42000000,66787173,PG-13,112.0,Comedy,1992
Man on a Ledge,42000000,49621440,PG-13,102.0,Thriller/Suspense,2012
The Warrior's Way,42000000,8514325,R,100.0,Western,2010
McHale's Navy,42000000,4408420,PG,108.0,Comedy,1997
Micmacs,42000000,18821576,R,105.0,Comedy,2010
8 Mile,41000000,245768384,R,110.0,Drama,2002
Rocketman,41000000,190995193,R,121.0,Drama,2019
A Knight’s Tale,41000000,100622586,PG-13,132.0,Adventure,2001
The Medallion,41000000,22108977,PG-13,88.0,Action,2003
The Big Year,41000000,7684524,PG,100.0,Comedy,2011
Mafia Mamma,41000000,7777708,R,101.0,Comedy,2023
The King’s Daughter,40500000,2157750,PG,91.0,Adventure,2022
The Sixth Sense,40000000,672806292,PG-13,108.0,Thriller/Suspense,1999
Wedding Crashers,40000000,283218368,R,119.0,Comedy,2005
The Karate Kid,40000000,351774938,PG,140.0,Action,2010
Fifty Shades of Grey,40000000,570794950,R,125.0,Drama,2015
Knives Out,40000000,312898746,PG-13,130.0,Drama,2019
The Proposal,40000000,314709717,PG-13,107.0,Romantic Comedy,2009
American Hustle,40000000,257858943,R,138.0,Black Comedy,2013
Cheaper by the Dozen,40000000,190212113,PG,98.0,Comedy,2003
Lucy,40000000,457507776,R,88.0,Action,2014
Lone Survivor,40000000,149804632,R,121.0,Action,2013
Back to the Future Part II,40000000,331971868,PG,108.0,Adventure,1989
Double Jeopardy,40000000,177835231,R,105.0,Action,1999
Spy Kids 3-D: Game Over,40000000,167851995,PG,82.0,Adventure,2003
A Time to Kill,40000000,152266007,R,149.0,Drama,1996
A League of Their Own,40000000,132440066,PG,128.0,Comedy,1992
The Conjuring 2: The Enfield Poltergeist,40000000,310196332,R,133.0,Horror,2016
The Social Network,40000000,224922135,PG-13,120.0,Drama,2010
Julie & Julia,40000000,131516178,PG-13,122.0,Comedy,2009
He's Just Not That Into You,40000000,181053657,PG-13,129.0,Romantic Comedy,2009
John Wick: Chapter Two,40000000,171539887,R,122.0,Action,2017
Ride Along 2,40000000,124827316,PG-13,102.0,Comedy,2016
Scary Movie 4,40000000,178710620,PG-13,83.0,Comedy,2006
Get Hard,40000000,111811453,R,99.0,Comedy,2015
Scream 3,40000000,161838076,R,117.0,Horror,2000
Back to the Future Part III,40000000,244087259,PG,119.0,Western,1990
The Accountant,40000000,152962083,R,128.0,Thriller/Suspense,2016
Dumb and Dumber To,40000000,156553592,PG-13,110.0,Comedy,2014
The Other Woman,40000000,194270103,PG-13,109.0,Comedy,2014
Bram Stoker's Dracula,40000000,215862666,R,123.0,Horror,1992
Eight Below,40000000,120455994,PG,120.0,Adventure,2006
The Talented Mr. Ripley,40000000,128792130,R,139.0,Thriller/Suspense,1999
The Intern,40000000,197115710,PG-13,121.0,Comedy,2015
The Last of the Mohicans,40000000,75505856,R,112.0,Drama,1992
Ray,40000000,124823094,PG-13,152.0,Drama,2004
Sin City,40000000,158527918,R,124.0,Thriller/Suspense,2005
Bridge of Spies,40000000,162498338,PG-13,141.0,Thriller/Suspense,2015
Vantage Point,40000000,150886329,PG-13,89.0,Thriller/Suspense,2008
"I Love You, Man",40000000,92302502,R,105.0,Comedy,2009
Shallow Hal,40000000,70836296,PG-13,114.0,Romantic Comedy,2001
JFK,40000000,205400000,R,189.0,Drama,1991
Big Momma's House 2,40000000,137047376,PG-13,99.0,Comedy,2006
Angel Has Fallen,40000000,133345583,R,114.0,Thriller/Suspense,2019
The House with a Clock in its Walls,40000000,131457147,PG,105.0,Comedy,2018
Hacksaw Ridge,40000000,168423249,R,138.0,Drama,2016
The Mexican,40000000,145238250,R,122.0,Action,2001
The Final Destination,40000000,187384627,R,81.0,Horror,2009
The Conjuring: The Devil Made Me Do It,40000000,206431050,R,112.0,Horror,2021
17 Again,40000000,139474906,PG-13,102.0,Comedy,2009
Unknown,40000000,136123083,PG-13,108.0,Thriller/Suspense,2011
Get Him to the Greek,40000000,92994927,R,108.0,Comedy,2010
Gothika,40000000,141484812,R,95.0,Horror,2003
Behind Enemy Lines,40000000,58855732,PG-13,106.0,Action,2001
