title,budget,gross,mpaa,running_time,genre,year
The Secret of My Success,12000000,110996879.0,PG-13,"111.0,",Comedy,1987
Withnail & I,0,1628359.0,R,"107.0,",Comedy,1987
Evil Dead II,3600000,5923798.0,R,"84.0,",Comedy,1987
Summer School,0,35659098.0,PG-13,"97.0,",Comedy,1987
Innerspace,27000000,25893810.0,PG,"120.0,",Action,1987
The Living Daylights,40000000,51186259.0,PG,"130.0,",Action,1987
Over the Top,25000000,16057580.0,PG,"93.0,",Action,1987
The Last Emperor,0,43993869.0,PG-13,"163.0,",Biography,1987
Less Than Zero,0,12396383.0,R,"98.0,",Crime,1987
Three Men and a Baby,11000000,167780960.0,PG,"102.0,",Comedy,1987
La Bamba,6500000,54215416.0,PG-13,"108.0,",Biography,1987
Revenge of the Nerds II: Nerds in Paradise,0,30063289.0,PG-13,"88.0,",Comedy,1987
The Monster Squad,12000000,3769990.0,PG-13,"79.0,",Action,1987
Prince of Darkness,3000000,14182492.0,R,"102.0,",Horror,1987
Wings of Desire,0,3404057.0,PG-13,"128.0,",Drama,1987
Maurice,0,2642567.0,R,"140.0,",Drama,1987
Broadcast News,20000000,67331309.0,R,"133.0,",Comedy,1987
Harry and the Hendersons,10000000,49998613.0,PG,"110.0,",Comedy,1987
Creepshow 2,3500000,14000000.0,R,"92.0,",Fantasy,1987
Police Academy 4: Citizens on Patrol,0,28061343.0,PG,"88.0,",Comedy,1987
The Stepfather,0,2488740.0,R,"89.0,",Horror,1987
My Best Friend Is a Vampire,0,174380.0,PG,"89.0,",Comedy,1987
Flowers in the Attic,0,15151736.0,PG-13,"93.0,",Drama,1987
*batteries not included,25000000,65088797.0,PG,"106.0,",Comedy,1987
Roxanne,12000000,40050884.0,PG,"107.0,",Comedy,1987
Dragnet,20000000,66673516.0,PG-13,"106.0,",Comedy,1987
Throw Momma from the Train,14000000,57915972.0,PG-13,"88.0,",Comedy,1987
Amazon Women on the Moon,0,548696.0,R,"85.0,",Comedy,1987
Teen Wolf Too,3000000,7888703.0,PG,"95.0,",Comedy,1987
Baby Boom,0,26712476.0,PG,"110.0,",Comedy,1987
84 Charing Cross Road,0,1083486.0,PG,"100.0,",Biography,1987
The Gate,0,13539458.0,PG-13,"85.0,",Fantasy,1987
Ernest Goes to Camp,3500000,23509382.0,PG,"92.0,",Comedy,1987
Aria,0,1028679.0,R,"90.0,",Comedy,1987
Hamburger Hill,0,13839404.0,R,"110.0,",Action,1987
The Hidden,5000000,9747988.0,R,"97.0,",Horror,1987
The Bedroom Window,8300000,12640385.0,R,"112.0,",Crime,1987
Barfly,3000000,3221568.0,R,"100.0,",Comedy,1987
Maid to Order,3000000,9868521.0,PG,"93.0,",Fantasy,1987
Blind Date,18000000,39337581.0,PG-13,"95.0,",Comedy,1987
Au Revoir les Enfants,0,4575613.0,PG,"104.0,",Drama,1987
"Rita, Sue and Bob Too",0,124167.0,R,"93.0,",Comedy,1987
Hope and Glory,0,10021120.0,PG-13,"113.0,",Comedy,1987
No Man's Land,8000000,2877571.0,R,"106.0,",Crime,1987
Ishtar,55000000,14375181.0,PG-13,"107.0,",Action,1987
Tough Guys Don't Dance,5000000,858250.0,R,"110.0,",Comedy,1987
Stakeout,0,65673233.0,R,"117.0,",Action,1987
Babette's Feast,0,4637920.0,G,"103.0,",Drama,1987
The Garbage Pail Kids Movie,1000000,1576615.0,PG,"100.0,",Adventure,1987
Radio Days,16000000,14792779.0,PG,"88.0,",Comedy,1987
Bagdad Cafe,0,3731829.0,PG,"95.0,",Comedy,1987
Project X,18000000,21589395.0,PG,"108.0,",Comedy,1987
Three O'Clock High,6000000,3685862.0,PG-13,"101.0,",Comedy,1987
The Barbarians,4000000,800000.0,R,"87.0,",Action,1987
North Shore,0,3832228.0,PG,"96.0,",Action,1987
The Believers,13000000,18753438.0,R,"114.0,",Crime,1987
House II: the Second Story,0,7800000.0,PG-13,"88.0,",Comedy,1987
Death Wish 4: The Crackdown,5000000,6880310.0,R,"99.0,",Action,1987
House of Games,0,2585639.0,R,"102.0,",Crime,1987
Cry Freedom,29000000,5899797.0,PG,"157.0,",Biography,1987
Man on Fire,0,519596.0,R,"92.0,",Action,1987
Assassination,5000000,6075793.0,PG-13,"88.0,",Action,1987
The Pick-up Artist,15000000,13290368.0,PG-13,"81.0,",Comedy,1987
Back to the Beach,0,13110903.0,PG,"92.0,",Comedy,1987
Someone to Watch Over Me,12800000,10278549.0,R,"106.0,",Crime,1987
Born in East L.A.,0,17355263.0,R,"85.0,",Comedy,1987
Ironweed,27000000,7393346.0,R,"143.0,",Drama,1987
Who's That Girl,17000000,7305209.0,PG,"92.0,",Comedy,1987
Extreme Prejudice,22000000,11307844.0,R,"104.0,",Action,1987
Matewan,4000000,1680358.0,PG-13,"135.0,",Drama,1987
Pelle the Conqueror,0,2063688.0,PG-13,"157.0,",Drama,1987
Suspect,14500000,18782400.0,R,"121.0,",Crime,1987
The Fourth Protocol,6000000,12423831.0,R,"119.0,",Thriller,1987
The Chipmunk Adventure,0,6804312.0,G,"77.0,",Animation,1987
The Allnighter,0,2700000.0,PG-13,"108.0,",Comedy,1987
Prom Night II,0,2683519.0,R,"97.0,",Horror,1987
Hiding Out,7000000,7019441.0,PG-13,"98.0,",Comedy,1987
White Water Summer,0,300859.0,PG,"90.0,",Adventure,1987
Made in Heaven,13000000,4572845.0,PG,"103.0,",Comedy,1987
Best Seller,0,4278150.0,R,"95.0,",Action,1987
Date with an Angel,8000000,1988962.0,PG,"105.0,",Comedy,1987
Hunk,0,1749956.0,PG,"102.0,",Comedy,1987
Real Men,0,873903.0,PG-13,"85.0,",Action,1987
Critical Condition,14000000,20240502.0,R,"97.0,",Comedy,1987
Outrageous Fortune,0,52864741.0,R,"99.0,",Comedy,1987
Like Father Like Son,10500000,34377585.0,PG-13,"100.0,",Comedy,1987
Steel Dawn,3520000,562187.0,R,"100.0,",Action,1987
Tin Men,11000000,25411386.0,R,"112.0,",Comedy,1987
The Big Town,0,1733017.0,R,"109.0,",Drama,1987
Light of Day,0,10489617.0,PG-13,"107.0,",Drama,1987
Prison,4000000,345704.0,R,"102.0,",Crime,1987
Wish You Were Here,0,3283832.0,R,"88.0,",Comedy,1987
Gandahar,0,370698.0,PG,"78.0,",Animation,1987
Street Smart,5000000,1119112.0,R,"97.0,",Crime,1987
The Curse,0,1930001.0,R,"92.0,",Horror,1987
The House on Carroll Street,14000000,459824.0,PG,"101.0,,",Thriller,1987
The Whales of August,0,1338198.0,Not Rated,"90.0,",Drama,1987
Prick Up Your Ears,0,1672927.0,R,"105.0,",Biography,1987
The Principal,11000000,19734940.0,R,"109.0,",Action,1987
American Ninja 2: The Confrontation,350000,4000000.0,R,"90.0,",Action,1987
Housekeeping,0,1083282.0,PG,"116.0,",Comedy,1987
A Prayer for the Dying,6000000,1432687.0,R,"107.0,",Action,1987
Slam Dance,4500000,406881.0,R,"92.0,",Crime,1987
Rampage,7500000,796368.0,R,"97.0,",Drama,1987
The Sicilian,9000000,5406879.0,R,"115.0,",Action,1987
The Outing,2000000,1083395.0,R,"87.0,",Horror,1987
Nightflyers,0,1149470.0,R,"89.0,",Horror,1987
Fatal Beauty,0,12046526.0,R,"104.0,",Action,1987
Siesta,0,700000.0,R,"97.0,",Drama,1987
Leonard Part 6,24000000,4615255.0,PG,"85.0,",Action,1987
Boyfriends and Girlfriends,0,824024.0,PG,"103.0,",Comedy,1987
White Mischief,5300000,3107551.0,R,"107.0,",Crime,1987
Hot Pursuit,0,4215849.0,PG-13,"93.0,",Comedy,1987
Hollywood Shuffle,100000,5228617.0,R,"78.0,",Comedy,1987
The Dead,0,4370078.0,PG,"83.0,",Drama,1987
Gardens of Stone,0,5262047.0,R,"111.0,",Drama,1987
Nuts,25000000,30950002.0,R,"116.0,",Drama,1987
Four Adventures of Reinette and Mirabelle,0,22039.0,Not Rated,"99.0,",Comedy,1987
Cross My Heart,0,1025762.0,R,"90.0,",Comedy,1987
Malone,10000000,3060858.0,R,"92.0,",Action,1987
Making Mr. Right,0,1584970.0,PG-13,"98.0,",Comedy,1987
Return to Horror High,0,1189709.0,R,"95.0,",Comedy,1987
Straight to Hell,1000000,210200.0,R,"86.0,",Action,1987
Hello Again,0,20419446.0,PG,"96.0,",Comedy,1987
Promised Land,0,316199.0,R,"102.0,",Drama,1987
Dead of Winter,0,2413427.0,R,"100.0,",Drama,1987
My Demon Lover,0,3922273.0,PG-13,"90.0,",Comedy,1987
China Girl,0,1262091.0,R,"90.0,",Crime,1987
Five Corners,5500000,969205.0,R,"90.0,,",Crime,1987
The Squeeze,19000000,2228951.0,PG-13,"101.0,",Action,1987
Nadine,12000000,5669831.0,PG,"83.0,",Comedy,1987
Personal Services,19897678,1744164.0,R,"105.0,",Comedy,1987
Three for the Road,0,1539000.0,PG,"88.0,",Drama,1987
Little Dorrit,0,1025228.0,G,"357.0,",Drama,1987
The Year My Voice Broke,0,213901.0,PG-13,"103.0,",Drama,1987
Pass the Ammo,0,169785.0,R,"93.0,",Comedy,1987
In the Mood,7000000,999382.0,PG-13,"98.0,",Comedy,1987
Surrender,15000000,5711976.0,PG,"105.0,",Comedy,1987
Square Dance,0,225358.0,PG-13,"112.0,",Drama,1987
A Man in Love,0,949451.0,R,"125.0,,",Drama,1987
Disorderlies,0,10348437.0,PG,"86.0,",Comedy,1987
September,10000000,486434.0,PG,"83.0,",Drama,1987
Burglar,0,16337355.0,R,"103.0,",Comedy,1987
The Kindred,0,2407024.0,R,"91.0,",Horror,1987
Julia and Julia,0,901364.0,R,"98.0,",Drama,1987
Russkies,0,2189047.0,PG,"99.0,",Drama,1987
"Sister, Sister",4000000,743445.0,R,"91.0,",Drama,1987
From the Hip,0,9518342.0,PG,"111.0,",Comedy,1987
Death Before Dishonor,0,4546244.0,R,"91.0,",Action,1987
Cold Steel,0,285885.0,R,"91.0,",Action,1987
Million Dollar Mystery,10000000,989033.0,PG,"95.0,",Comedy,1987
The Glass Menagerie,0,895904.0,PG,"134.0,",Drama,1987
Anna,0,1236848.0,PG-13,"100.0,",Drama,1987
Die Hard,28000000,141603197.0,R,"132.0,",Action,1988
Midnight Run,30000000,81613606.0,R,"126.0,",Action,1988
Beetlejuice,15000000,74270074.0,PG,"92.0,",Comedy,1988
Big,18000000,151927281.0,PG,"104.0,",Comedy,1988
Rain Man,25000000,354825435.0,R,"133.0,",Drama,1988
Running on Empty,7000000,2847941.0,PG-13,"116.0,",Crime,1988
They Live,4000000,13008928.0,R,"94.0,",Action,1988
Willow,35000000,57269863.0,PG,"126.0,",Action,1988
Crocodile Dundee II,14000000,239606210.0,PG,"108.0,",Action,1988
Heathers,3000000,1163969.0,R,"103.0,",Comedy,1988
Coming to America,39000000,288752301.0,R,"117.0,",Comedy,1988
Who Framed Roger Rabbit,70000000,329803958.0,PG,"104.0,",Animation,1988
Mystic Pizza,6000000,12793213.0,R,"104.0,",Comedy,1988
Akira,0,2562351.0,R,"124.0,",Animation,1988
Cinema Paradiso,5000000,13019063.0,PG,"155.0,",Drama,1988
Mississippi Burning,15000000,34603943.0,R,"128.0,",Crime,1988
Child's Play,9000000,44196684.0,R,"87.0,",Fantasy,1988
Twins,15000000,216614388.0,PG,"107.0,",Comedy,1988
The Naked Gun: from the Files of Police Squad!,12000000,78756177.0,PG-13,"85.0,",Comedy,1988
The Great Outdoors,24000000,43455230.0,PG,"91.0,",Comedy,1988
Cocktail,20000000,171504781.0,R,"104.0,",Comedy,1988
My Neighbor Totoro,3700000,30550920.0,G,"86.0,",Animation,1988
Young Guns,13000000,45661556.0,R,"107.0,",Action,1988
A Fish Called Wanda,7500000,62493712.0,R,"108.0,",Comedy,1988
Working Girl,28000000,102953112.0,R,"113.0,",Comedy,1988
Bloodsport,1100000,11806119.0,R,"92.0,",Action,1988
The Last Temptation of Christ,7000000,8865702.0,R,"164.0,",Drama,1988
Married to the Mob,10000000,21486757.0,R,"104.0,",Comedy,1988
The Land Before Time,12500000,84460846.0,G,"69.0,",Animation,1988
Rambo III,63000000,189015611.0,R,"102.0,",Action,1988
The Accused,13000000,32078318.0,R,"111.0,",Crime,1988
Dangerous Liaisons,14000000,34670720.0,R,"119.0,",Drama,1988
Earth Girls Are Easy,10000000,3916303.0,PG,"100.0,",Comedy,1988
Hairspray,2000000,6673032.0,PG,"92.0,",Comedy,1988
Dead Ringers,13000000,8038508.0,R,"116.0,",Drama,1988
Bull Durham,7000000,50888729.0,R,"108.0,",Comedy,1988
The Big Blue,0,3975244.0,PG,"168.0,",Adventure,1988
The Unbearable Lightness of Being,17000000,10006806.0,R,"171.0,",Drama,1988
The Blob,19000000,8247943.0,R,"95.0,",Horror,1988
Oliver & Company,31000000,74151346.0,G,"74.0,",Animation,1988
Two Moon Junction,0,1547397.0,R,"104.0,",Drama,1988
Beaches,20000000,57041866.0,PG-13,"123.0,",Comedy,1988
Red Heat,29000000,34994648.0,R,"104.0,",Action,1988
A Nightmare on Elm Street 4: The Dream Master,13000000,49369899.0,R,"93.0,",Horror,1988
The Accidental Tourist,0,32632093.0,PG,"121.0,",Drama,1988
The Adventures of Baron Munchausen,46630000,8083123.0,PG,"126.0,",Adventure,1988
Halloween 4: The Return of Michael Myers,5000000,17768757.0,R,"88.0,",Horror,1988
Elvira: Mistress of the Dark,7500000,5596267.0,PG-13,"96.0,",Comedy,1988
Mac and Me,13000000,6424112.0,PG,"99.0,",Adventure,1988
Above the Law,7500000,18869631.0,R,"99.0,",Action,1988
Scrooged,32000000,60329001.0,PG-13,"101.0,",Comedy,1988
The Dead Pool,31000000,37903295.0,R,"91.0,",Action,1988
I'm Gonna Git You Sucka,3000000,13030057.0,R,"88.0,",Action,1988
Pumpkinhead,3500000,4385516.0,R,"86.0,",Fantasy,1988
Dirty Rotten Scoundrels,0,42039085.0,PG,"110.0,",Comedy,1988
Friday the 13th Part VII: the New Blood,2800000,19170001.0,R,"88.0,",Horror,1988
License to Drive,8000000,22433275.0,PG-13,"88.0,",Comedy,1988
Hellbound: Hellraiser II,3000000,12090735.0,R,"97.0,",Horror,1988
Frantic,20000000,17637950.0,R,"120.0,",Crime,1988
Colors,6000000,46616067.0,R,"120.0,",Action,1988
My Stepmother Is an Alien,20000000,13854000.0,PG-13,"105.0,",Comedy,1988
A Cry in the Dark,15000000,6908797.0,PG-13,"120.0,",Biography,1988
The Lair of the White Worm,2500000,1189315.0,R,"93.0,",Comedy,1988
High Spirits,17000000,8578231.0,PG-13,"99.0,",Comedy,1988
Vampire's Kiss,2000000,725131.0,R,"103.0,",Comedy,1988
Return of the Living Dead II,6200000,9205924.0,R,"89.0,",Comedy,1988
The New Adventures of Pippi Longstocking,5000000,3569939.0,G,"100.0,",Adventure,1988
Eight Men Out,6000000,5680515.0,PG,"119.0,",Drama,1988
Stand and Deliver,0,13994920.0,PG,"103.0,",Biography,1988
Maniac Cop,1100000,671382.0,R,"85.0,",Action,1988
Women on the Verge of a Nervous Breakdown,700000,7263129.0,R,"88.0,",Comedy,1988
She's Having a Baby,20000000,16031707.0,PG-13,"106.0,",Comedy,1988
Police Academy 5: Assignment: Miami Beach,0,19510371.0,PG,"90.0,",Comedy,1988
Tequila Sunrise,23000000,41292551.0,R,"115.0,",Crime,1988
Night of the Demons,1200000,3109904.0,R,"90.0,",Comedy,1988
Biloxi Blues,20000000,51684798.0,PG-13,"106.0,",Comedy,1988
Shag,5000000,6957975.0,PG,"98.0,",Comedy,1988
Cocoon: the Return,17500000,25024919.0,PG,"116.0,",Adventure,1988
Poltergeist III,10500000,14114488.0,PG,"98.0,",Horror,1988
Waxwork,3000000,808114.0,R,"95.0,",Comedy,1988
Funny Farm,19000000,25537221.0,PG,"101.0,",Comedy,1988
As Tears Go By,0,13133.0,Not Rated,"102.0,",Crime,1988
Fright Night Part 2,7500000,2983784.0,R,"104.0,",Comedy,1988
Caddyshack II,20000000,11798302.0,PG,"98.0,",Comedy,1988
School Daze,6500000,14545844.0,R,"121.0,",Comedy,1988
Johnny Be Good,22000000,17550399.0,R,"91.0,",Comedy,1988
Taffin,0,159969.0,R,"96.0,",Action,1988
Short Circuit 2,15000000,21630088.0,PG,"110.0,",Comedy,1988
The Serpent and the Rainbow,7000000,19595031.0,R,"98.0,",Fantasy,1988
A Night in the Life of Jimmy Reardon,0,6264058.0,R,"90.0,",Comedy,1988
The Presidio,0,20324096.0,R,"97.0,",Action,1988
Big Business,0,40150487.0,PG,"97.0,",Comedy,1988
Monkey Shines,7000000,5344577.0,R,"113.0,",Drama,1988
The Seventh Sign,0,18875011.0,R,"97.0,",Drama,1988
Masquerade,12000000,15855828.0,R,"91.0,",Drama,1988
Phantasm II,3000000,7282851.0,R,"97.0,",Action,1988
Tucker: The Man and His Dream,23000000,19652638.0,PG,"110.0,",Biography,1988
Action Jackson,7000000,20256975.0,R,"96.0,",Action,1988
"Bright Lights, Big City",25000000,16118077.0,R,"107.0,",Drama,1988
Shoot to Kill,15000000,29300090.0,R,"110.0,",Action,1988
The Beast of War,8000000,161004.0,R,"111.0,",Adventure,1988
Lady in White,4700000,1705139.0,PG-13,"113.0,",Fantasy,1988
Gorillas in the Mist,22000000,61149479.0,PG-13,"129.0,",Biography,1988
Alien Nation,16000000,32155047.0,R,"91.0,",Action,1988
Betrayed,19000000,25816139.0,R,"127.0,",Crime,1988
Miracle Mile,3700000,1145404.0,R,"87.0,",Action,1988
Buster,0,540000.0,R,"102.0,",Comedy,1988
Big Top Pee-wee,0,15122324.0,PG,"86.0,",Adventure,1988
For Keeps?,0,17514553.0,PG-13,"90.0,",Comedy,1988
Appointment with Death,6000000,960040.0,PG,"102.0,",Crime,1988
Some Girls,0,401421.0,R,"94.0,",Comedy,1988
Critters 2,4500000,3813293.0,PG-13,"86.0,",Comedy,1988
Dead Heat,5000000,3588626.0,R,"86.0,",Action,1988
Talk Radio,4000000,3468572.0,R,"110.0,",Drama,1988
Satisfaction,0,8253123.0,PG-13,"92.0,",Comedy,1988
The Bear,0,31753898.0,PG,"96.0,",Adventure,1988
The Milagro Beanfield War,22000000,13825794.0,R,"117.0,",Comedy,1988
18 Again!,0,2567099.0,PG,"93.0,",Comedy,1988
Vice Versa,0,13664060.0,PG,"98.0,",Comedy,1988
Fresh Horses,14000000,6640346.0,PG-13,"105.0,",Drama,1988
Bat*21,0,3966256.0,R,"105.0,",Drama,1988
Casual Sex?,0,12277096.0,R,"97.0,",Comedy,1988
Bird,9000000,2181286.0,R,"161.0,",Biography,1988
Stealing Home,0,7467504.0,PG-13,"98.0,",Drama,1988
Salaam Bombay!,0,2080758.0,Not Rated,"113.0,",Crime,1988
Young Einstein,0,11536599.0,PG,"91.0,",Comedy,1988
Punchline,15000000,21042667.0,R,"128.0,",Comedy,1988
Return to Snowy River,0,13687027.0,PG,"99.0,",Adventure,1988
Moving,0,10815378.0,R,"89.0,",Comedy,1988
And God Created Woman,0,717376.0,R,"100.0,",Comedy,1988
High Hopes,0,1192322.0,PG,"108.0,",Comedy,1988
Little Nikita,15000000,1733070.0,PG,"98.0,",Drama,1988
Camille Claudel,0,3331297.0,R,"175.0,",Biography,1988
Torch Song Trilogy,0,4870903.0,R,"120.0,",Comedy,1988
Vibes,18000000,1883811.0,PG,"99.0,",Adventure,1988
D.O.A.,0,12706478.0,R,"96.0,",Mystery,1988
Braddock: Missing in Action III,0,6193901.0,R,"103.0,",Action,1988
Red Scorpion,16000000,4192440.0,R,"105.0,",Action,1988
Drowning by Numbers,0,424773.0,R,"118.0,,",Comedy,1988
Watchers,0,940173.0,R,"91.0,",Action,1988
Rocket Gibraltar,3000000,187349.0,PG,"99.0,",Drama,1988
The Unholy,0,6337299.0,R,"102.0,",Horror,1988
A New Life,0,7721852.0,PG-13,"104.0,",Comedy,1988
1969,7000000,5979011.0,R,"95.0,",Drama,1988
Arthur 2: on the Rocks,0,14681192.0,PG,"113.0,",Comedy,1988
Messenger of Death,0,3074681.0,R,"91.0,",Action,1988
Memories of Me,12000000,3965604.0,PG-13,"105.0,",Comedy,1988
Chocolat,0,2319801.0,PG-13,"105.0,,",Drama,1988
The Couch Trip,19000000,11005304.0,R,"97.0,",Comedy,1988
Without a Clue,0,8539181.0,PG,"107.0,",Comedy,1988
Bad Dreams,4000000,9797098.0,R,"80.0,",Horror,1988
Another Woman,10000000,1562749.0,PG,"81.0,",Drama,1988
Paperhouse,0,241278.0,PG-13,"92.0,",Drama,1988
Sunset,16000000,4594452.0,R,"102.0,",Crime,1988
Cop,3000000,1984315.0,R,"110.0,",Crime,1988
Pulse,6000000,40397.0,PG-13,"91.0,",Horror,1988
Stormy Monday,4000000,1791328.0,R,"93.0,,",Crime,1988
Switching Channels,18000000,9129999.0,PG,"105.0,",Comedy,1988
Miles from Home,0,188964.0,R,"108.0,",Action,1988
Clean and Sober,0,8674093.0,R,"124.0,",Drama,1988
Crossing Delancey,4000000,16262415.0,PG,"97.0,",Comedy,1988
Things Change,0,3527886.0,PG,"100.0,",Comedy,1988
Kansas,0,2432536.0,R,"108.0,",Crime,1988
Hot to Trot,0,6436211.0,PG,"83.0,",Comedy,1988
Shakedown,6000000,10068039.0,R,"97.0,",Action,1988
976-EVIL,0,2955917.0,R,"92.0,",Comedy,1988
Pascali's Island,0,1451857.0,PG-13,"104.0,,",Drama,1988
Everybody's All-American,22000000,12638294.0,R,"127.0,",Drama,1988
Heartbreak Hotel,13000000,5509417.0,PG-13,"97.0,",Comedy,1988
The Chocolate War,0,303624.0,R,"100.0,",Drama,1988
It Takes Two,0,344375.0,PG-13,"81.0,",Comedy,1988
Iron Eagle II,0,10497324.0,PG,"105.0,",Action,1988
The Kiss,6000000,1869148.0,R,"101.0,",Drama,1988
Spellbinder,6000000,657446.0,R,"99.0,",Drama,1988
Patty Hearst,0,1223326.0,R,"108.0,",Biography,1988
A Handful of Dust,0,1560700.0,PG,"118.0,",Drama,1988
Criminal Law,0,9974446.0,R,"117.0,",Crime,1988
Platoon Leader,0,1348771.0,R,"97.0,,",Drama,1988
The Girl in a Swing,0,747013.0,R,"119.0,",Drama,1988
Permanent Record,8000000,1893139.0,PG-13,"91.0,",Drama,1988
Hero and the Terror,0,5301200.0,R,"96.0,",Action,1988
Illegally Yours,13000000,259019.0,PG,"102.0,",Comedy,1988
Track 29,5000000,429028.0,R,"90.0,",Drama,1988
"Distant Voices, Still Lives",0,771745.0,PG-13,"84.0,",Drama,1988
Ernest Saves Christmas,6000000,28202109.0,PG,"95.0,",Comedy,1988
Feds,0,3838793.0,PG-13,"82.0,",Comedy,1988
Moon Over Parador,20000000,11444204.0,PG-13,"103.0,",Comedy,1988
Off Limits,12000000,7242035.0,R,"102.0,",Action,1988
Tapeheads,3000000,343786.0,R,"93.0,",Comedy,1988
Apartment Zero,4000000,1267578.0,R,"124.0,",Drama,1988
The Good Mother,14000000,4764606.0,R,"103.0,",Drama,1988
Indiana Jones and the Last Crusade,48000000,474171806.0,PG-13,"127.0,",Action,1989
Road House,17000000,30050028.0,R,"114.0,",Action,1989
Batman,35000000,411508343.0,PG-13,"126.0,",Action,1989
Bill & Ted's Excellent Adventure,10000000,40508994.0,PG,"90.0,",Adventure,1989
Field of Dreams,0,84431625.0,PG,"107.0,",Drama,1989
Dead Poets Society,16400000,235860116.0,PG,"128.0,",Comedy,1989
The Little Mermaid,40000000,211343479.0,G,"83.0,",Animation,1989
The Abyss,70000000,90000098.0,PG-13,"140.0,",Adventure,1989
Back to the Future Part II,40000000,332500002.0,PG,"108.0,",Adventure,1989
Do the Right Thing,6500000,37295445.0,R,"120.0,",Comedy,1989
"Honey, I Shrunk the Kids",18000000,222724172.0,PG,"93.0,",Adventure,1989
Turner & Hooch,13000000,71079915.0,PG,"97.0,",Comedy,1989
Weekend at Bernie's,0,30218387.0,PG-13,"97.0,",Adventure,1989
The Karate Kid Part III,0,38956288.0,PG,"112.0,",Action,1989
"Sex, Lies, and Videotape",1200000,24741667.0,R,"100.0,",Drama,1989
When Harry Met Sally...,16000000,93232006.0,R,"95.0,",Comedy,1989
Major League,11000000,49797148.0,R,"107.0,",Comedy,1989
Steel Magnolias,15000000,96759512.0,PG,"117.0,",Comedy,1989
Pet Sematary,11500000,57470138.0,R,"103.0,",Fantasy,1989
Uncle Buck,15000000,79258538.0,PG,"100.0,",Comedy,1989
Ghostbusters II,37000000,215394738.0,PG,"108.0,",Action,1989
Tango & Cash,55000000,63408614.0,R,"104.0,",Action,1989
Born on the Fourth of July,14000000,161001698.0,R,"145.0,",Biography,1989
Glory,18000000,26979166.0,R,"122.0,",Biography,1989
Parenthood,20000000,126297830.0,PG-13,"124.0,",Comedy,1989
Lethal Weapon 2,28000000,227853986.0,R,"114.0,",Action,1989
National Lampoon's Christmas Vacation,27000000,73594646.0,PG-13,"97.0,",Comedy,1989
The 'Burbs,18000000,49101993.0,PG,"102.0,",Comedy,1989
Say Anything,0,21515196.0,PG-13,"100.0,",Comedy,1989
License to Kill,32000000,156167015.0,PG-13,"133.0,",Action,1989
Shirley Valentine,0,6056912.0,R,"108.0,",Comedy,1989
Harlem Nights,30000000,60864870.0,R,"116.0,",Comedy,1989
Lock Up,24000000,22099847.0,R,"109.0,",Action,1989
"The Cook, the Thief, His Wife & Her Lover",0,7724701.0,X,"124.0,",Crime,1989
Warlock,7000000,9094451.0,R,"103.0,",Action,1989
"See No Evil, Hear No Evil",18000000,46908987.0,R,"103.0,",Comedy,1989
Casualties of War,22500000,18671317.0,R,"113.0,",Action,1989
The Package,18000000,10647219.0,R,"108.0,",Action,1989
My Left Foot,0,14743391.0,R,"103.0,",Biography,1989
The War of the Roses,26000000,160188546.0,R,"116.0,",Comedy,1989
Wild Orchid,0,11060485.0,R,"105.0,",Drama,1989
Little Monsters,0,793775.0,PG,"100.0,",Adventure,1989
The Wizard,6000000,14278900.0,PG,"100.0,",Adventure,1989
UHF,5000000,6157157.0,PG-13,"97.0,",Comedy,1989
Look Who's Talking,7500000,296999813.0,PG-13,"93.0,",Comedy,1989
Star Trek V: The Final Frontier,27800000,52210049.0,PG,"107.0,",Action,1989
Tie Me Up! Tie Me Down!,0,4088140.0,NC-17,"101.0,",Comedy,1989
All Dogs Go to Heaven,13800000,27100027.0,G,"84.0,",Animation,1989
Cyborg,500000,10166459.0,R,"86.0,",Action,1989
Always,31000000,74134790.0,PG,"122.0,",Drama,1989
Leviathan,25000000,15704614.0,R,"98.0,",Adventure,1989
Best of the Best,5000000,1700000.0,PG-13,"97.0,",Action,1989
Dead Calm,10400000,7825009.0,R,"96.0,",Horror,1989
Kickboxer,1500000,14697005.0,R,"97.0,",Action,1989
Black Rain,30000000,134212055.0,R,"125.0,",Action,1989
Troop Beverly Hills,18000000,8508843.0,PG,"105.0,",Adventure,1989
Driving Miss Daisy,7500000,145793296.0,PG,"99.0,",Drama,1989
Drugstore Cowboy,2500000,4729352.0,R,"101.0,",Crime,1989
A Nightmare on Elm Street 5: The Dream Child,6000000,22168359.0,R,"89.0,",Fantasy,1989
Dream a Little Dream,0,5552441.0,PG-13,"114.0,",Comedy,1989
Halloween 5: The Revenge of Michael Myers,5000000,11642254.0,R,"96.0,",Horror,1989
DeepStar Six,8000000,8143225.0,R,"99.0,",Action,1989
Sea of Love,19000000,110879513.0,R,"113.0,",Crime,1989
Skin Deep,9000000,19674852.0,R,"101.0,",Comedy,1989
K-9,17000000,78247647.0,PG-13,"101.0,",Action,1989
Lean on Me,10000000,31906454.0,PG-13,"108.0,",Drama,1989
Henry V,9000000,10161099.0,PG-13,"137.0,",Action,1989
She's Out of Control,0,12065892.0,PG,"90.0,",Comedy,1989
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976.0,R,"100.0,",Adventure,1989
Teen Witch,0,27843.0,PG-13,"90.0,",Comedy,1989
Valmont,33000000,1132112.0,R,"137.0,",Drama,1989
