title,budget,gross,mpaa,running_time,genre,year
HouseSitter,26000000,94900635.0,PG,"102.0,",Comedy,1992
School Ties,18000000,14715067.0,PG-13,"106.0,",Drama,1992
Hoffa,35000000,29302121.0,R,"140.0,",Biography,1992
Juice,5000000,20146880.0,R,"95.0,",Action,1992
Damage,0,7532911.0,R,"111.0,",Drama,1992
Forever Young,0,127956187.0,PG,"102.0,",Drama,1992
Man Bites Dog,0,205569.0,NC-17,"95.0,",Comedy,1992
3 Ninjas,6500000,29000301.0,PG,"84.0,",Action,1992
Hellraiser III: Hell on Earth,5000000,12534961.0,R,"97.0,",Horror,1992
Body of Evidence,30000000,13273595.0,R,"99.0,",Drama,1992
"Honey, I Blew Up the Kid",40000000,58662452.0,PG,"89.0,",Adventure,1992
Captain Ron,24000000,22518097.0,PG-13,"100.0,",Adventure,1992
The Cutting Edge,0,25105517.0,PG,"101.0,",Comedy,1992
Passenger 57,15000000,44065653.0,R,"84.0,",Action,1992
Children of the Corn II: the Final Sacrifice,900000,6980986.0,R,"92.0,",Horror,1992
Ladybugs,0,14796494.0,PG-13,"90.0,",Comedy,1992
Radio Flyer,35000000,4651977.0,PG-13,"114.0,",Drama,1992
Strictly Ballroom,0,11749595.0,PG,"94.0,",Comedy,1992
Raising Cain,12000000,37170057.0,R,"92.0,",Crime,1992
Orlando,4000000,5378172.0,PG-13,"94.0,",Biography,1992
Gladiator,20000000,9223441.0,R,"101.0,",Action,1992
Split Second,7000000,5430822.0,R,"90.0,",Action,1992
Tom and Jerry: The Movie,8000000,3560469.0,G,"84.0,",Animation,1992
Toys,43000000,23278931.0,PG-13,"118.0,",Adventure,1992
Romper Stomper,0,175340.0,R,"94.0,",Crime,1992
1492: Conquest of Paradise,47000000,7191399.0,PG-13,"154.0,",Adventure,1992
Pure Country,10000000,15164458.0,PG,"112.0,",Drama,1992
Boomerang,42000000,131052444.0,R,"117.0,",Comedy,1992
The Power of One,18000000,2827107.0,PG-13,"127.0,",Drama,1992
Dr. Giggles,0,8403433.0,R,"95.0,",Comedy,1992
Sidekicks,0,17180393.0,PG,"101.0,",Action,1992
Medicine Man,40000000,45500797.0,PG-13,"106.0,",Adventure,1992
Honeymoon in Vegas,25000000,35208854.0,PG-13,"96.0,",Comedy,1992
Thunderheart,15000000,22660758.0,R,"119.0,",Crime,1992
Stop! Or My Mom Will Shoot,45000000,70611210.0,PG-13,"87.0,",Action,1992
Innocent Blood,20000000,4943279.0,R,"112.0,",Action,1992
Unlawful Entry,0,57138719.0,R,"111.0,",Crime,1992
Lorenzo's Oil,30000000,7286388.0,PG-13,"129.0,",Biography,1992
Final Analysis,32000000,28590665.0,R,"124.0,",Drama,1992
One False Move,0,1543112.0,R,"105.0,",Crime,1992
Stay Tuned,25000000,10736401.0,PG,"88.0,",Adventure,1992
Consenting Adults,18000000,21591728.0,R,"99.0,",Crime,1992
Fortress,8000000,6739141.0,R,"95.0,",Action,1992
Once Upon a Crime...,18000000,8669847.0,PG,"94.0,",Comedy,1992
Mom and Dad Save the World,14000000,2034470.0,PG,"88.0,",Adventure,1992
Supercop,900000,16270600.0,R,"91.0,",Action,1992
Jennifer 8,20000000,11390479.0,R,"124.0,",Crime,1992
Bébé's Kids,0,8442162.0,PG-13,"72.0,",Animation,1992
Memoirs of an Invisible Man,40000000,14358033.0,PG-13,"99.0,",Comedy,1992
Peter's Friends,5000000,4058564.0,R,"101.0,",Comedy,1992
Freejack,30000000,17129026.0,R,"110.0,",Action,1992
Como agua para chocolate,2000000,21744201.0,R,"105.0,",Drama,1992
Leap of Faith,0,23369283.0,PG-13,"108.0,",Comedy,1992
Noises Off...,12000000,2280148.0,PG-13,"101.0,",Comedy,1992
Class Act,7500000,13272113.0,PG-13,"98.0,",Comedy,1992
Diggstown,17000000,4836637.0,R,"98.0,",Drama,1992
Indochine,0,5603158.0,PG-13,"160.0,",Drama,1992
Nemesis,0,2001124.0,R,"95.0,",Action,1992
Kuffs,10000000,21142815.0,PG-13,"102.0,",Action,1992
Shining Through,0,43838238.0,R,"132.0,",Drama,1992
Mo' Money,10000000,40227006.0,R,"89.0,",Action,1992
Husbands and Wives,20000000,10555619.0,R,"108.0,",Comedy,1992
Trespass,14000000,13249535.0,R,"101.0,",Action,1992
Love Potion No. 9,0,754935.0,PG-13,"92.0,",Comedy,1992
Rapid Fire,10000000,14356479.0,R,"95.0,",Action,1992
Wind,29000000,5519569.0,PG-13,"126.0,",Action,1992
Hero,42000000,19507345.0,PG-13,"119.0,",Comedy,1992
South Central,4000000,1373196.0,R,"98.0,",Crime,1992
The Muppet Christmas Carol,12000000,32574382.0,G,"85.0,",Comedy,1992
Tokyo Decadence,0,277845.0,NC-17,"112.0,",Drama,1992
Mr. Baseball,40000000,20883046.0,PG-13,"108.0,",Comedy,1992
Love Crimes,0,2287928.0,R,"90.0,",Romance,1992
CrissCross,14000000,3052738.0,R,"100.0,",Crime,1992
Waterland,10000000,1100218.0,R,"95.0,",Drama,1992
The Distinguished Gentleman,50000000,46666502.0,R,"112.0,",Comedy,1992
White Sands,22000000,9011574.0,R,"101.0,",Action,1992
Belle Epoque,0,5418216.0,R,"109.0,",Comedy,1992
Knight Moves,9000000,923418.0,R,"116.0,",Crime,1992
Light Sleeper,5000000,1055987.0,R,"103.0,",Crime,1992
A Midnight Clear,5000000,1526697.0,R,"108.0,",Drama,1992
Bob Roberts,0,4479470.0,R,"102.0,",Comedy,1992
Sarafina!,0,7306242.0,PG-13,"117.0,",Drama,1992
In the Soup,0,256249.0,R,"93.0,",Comedy,1992
A Stranger Among Us,18000000,12282994.0,PG-13,"110.0,",Crime,1992
Where the Day Takes You,3000000,390152.0,R,"105.0,",Crime,1992
Passion Fish,3330000,4814619.0,R,"135.0,",Drama,1992
That Night,0,20194.0,PG-13,"89.0,",Drama,1992
Gas Food Lodging,0,1342613.0,R,"101.0,",Drama,1992
American Heart,10000000,384048.0,R,"113.0,",Crime,1992
The Babe,0,19930973.0,PG,"115.0,",Biography,1992
Christopher Columbus: The Discovery,40000000,8251071.0,PG-13,"120.0,",Adventure,1992
Prelude to a Kiss,0,22697691.0,PG-13,"105.0,",Comedy,1992
The Best Intentions,0,1253106.0,Not Rated,"182.0,",Biography,1992
The Public Eye,15000000,3067917.0,R,"99.0,",Crime,1992
Article 99,18000000,6375979.0,R,"100.0,",Comedy,1992
The Mambo Kings,15500000,6742168.0,R,"104.0,",Drama,1992
Into the West,0,4790801.0,PG,"97.0,",Adventure,1992
The Playboys,0,4906900.0,PG-13,"117.0,",Drama,1992
City of Joy,27000000,14683921.0,PG-13,"132.0,",Drama,1992
Straight Talk,0,21202099.0,PG,"91.0,",Comedy,1992
Qing shao nian nuo zha,0,28791.0,Not Rated,"106.0,",Crime,1992
Love Field,18000000,1014726.0,PG-13,"105.0,",Drama,1992
Mr. Saturday Night,43000000,13351357.0,R,"119.0,",Comedy,1992
Twin Dragons,10000000,8359717.0,PG-13,"104.0,",Action,1992
Aces: Iron Eagle III,0,2517600.0,R,"98.0,",Action,1992
The Living End,22769,692585.0,Unrated,"81.0,",Comedy,1992
Simple Men,3000000,143010.0,R,"105.0,",Crime,1992
Guncrazy,800000,114516.0,R,"97.0,",Crime,1992
Folks!,15000000,6132924.0,PG-13,"107.0,",Comedy,1992
Léolo,0,611703.0,Not Rated,"107.0,",Comedy,1992
Night and the City,20000000,6202756.0,R,"105.0,",Comedy,1992
Whispers in the Dark,18000000,11124511.0,R,"103.0,",Drama,1992
Zebrahead,0,1557771.0,R,"100.0,",Drama,1992
Hyenas,0,24672.0,Not Rated,"110.0,",Comedy,1992
A Tale of Winter,0,52431.0,Not Rated,"114.0,",Drama,1992
Man Trouble,30000000,4096030.0,PG-13,"100.0,",Comedy,1992
Brain Donors,0,918239.0,PG,"80.0,",Comedy,1992
Out on a Limb,0,1659542.0,PG,"93.0,",Comedy,1992
Traces of Red,0,3206714.0,R,"105.0,",Crime,1992
Storyville,0,422503.0,R,"113.0,",Drama,1992
Map of the Human Heart,0,2806881.0,R,"109.0,",Adventure,1992
Ruby Cairo,24000000,608866.0,PG-13,"90.0,",Mystery,1992
The Waterdance,2700000,1723319.0,R,"106.0,",Drama,1992
Year of the Comet,0,2791515.0,PG-13,"91.0,",Action,1992
This Is My Life,0,2922094.0,PG-13,"105.0,",Drama,1992
Mistress,0,1102469.0,R,"110.0,",Comedy,1992
Passed Away,0,4030793.0,PG-13,"96.0,",Comedy,1992
Blame It on the Bellboy,0,3104545.0,PG-13,"78.0,",Comedy,1992
Leaving Normal,0,1514114.0,R,"110.0,",Comedy,1992
House of Angels,0,9481984.0,R,"127.0,",Comedy,1992
The Long Day Closes,0,22765.0,PG,"85.0,",Biography,1992
Shadow of the Wolf,0,1434174.0,PG-13,"112.0,",Adventure,1992
The Gun in Betty Lou's Handbag,13000000,3721911.0,PG-13,"89.0,",Comedy,1992
Tombstone,25000000,56505065.0,R,"130.0,",Action,1993
The Sandlot,0,34348443.0,PG,"101.0,",Comedy,1993
Jurassic Park,63000000,1033928303.0,PG-13,"127.0,",Action,1993
Dazed and Confused,6900000,7993039.0,R,"102.0,",Comedy,1993
Schindler's List,22000000,322161245.0,R,"195.0,",Biography,1993
True Romance,13000000,13088850.0,R,"119.0,",Crime,1993
Naked,0,1769305.0,Not Rated,"132.0,",Comedy,1993
Robin Hood: Men in Tights,20000000,35739755.0,PG-13,"104.0,",Adventure,1993
A Bronx Tale,22000000,17287898.0,R,"121.0,",Crime,1993
What's Eating Gilbert Grape,11000000,10032765.0,PG-13,"118.0,",Drama,1993
Hocus Pocus,28000000,44947705.0,PG,"96.0,",Comedy,1993
Carlito's Way,30000000,63848322.0,R,"144.0,",Crime,1993
Mrs. Doubtfire,25000000,441286195.0,PG-13,"125.0,",Comedy,1993
The Fugitive,44000000,368875760.0,PG-13,"130.0,",Action,1993
Demolition Man,57000000,58055768.0,R,"115.0,",Action,1993
Dennis the Menace,0,117270765.0,PG,"94.0,",Comedy,1993
Falling Down,25000000,40903593.0,R,"113.0,",Action,1993
The Pelican Brief,45000000,195268056.0,PG-13,"141.0,",Crime,1993
The Firm,42000000,270248367.0,R,"154.0,",Drama,1993
Last Action Hero,85000000,137298489.0,PG-13,"130.0,",Action,1993
Sister Act 2: Back in the Habit,38000000,57319029.0,PG,"107.0,",Comedy,1993
Groundhog Day,14600000,71074049.0,PG,"101.0,",Comedy,1993
Philadelphia,26000000,206678440.0,PG-13,"125.0,",Drama,1993
Super Mario Bros.,48000000,20915465.0,PG,"104.0,",Adventure,1993
Sleepless in Seattle,21000000,227927165.0,PG,"105.0,",Comedy,1993
Cliffhanger,70000000,255000211.0,R,"113.0,",Action,1993
The Piano,7000000,40185556.0,R,"121.0,",Drama,1993
The Nightmare Before Christmas,18000000,91491247.0,PG,"76.0,",Animation,1993
Rookie of the Year,10000000,56500758.0,PG,"103.0,",Comedy,1993
"Blood In, Blood Out",35000000,4496583.0,R,"180.0,",Crime,1993
In the Name of the Father,13000000,65796862.0,R,"133.0,",Biography,1993
Alive,32000000,36733909.0,R,"120.0,",Biography,1993
Addams Family Values,47000000,48919043.0,PG-13,"94.0,",Comedy,1993
Indecent Proposal,38000000,266614059.0,R,"117.0,",Drama,1993
In the Line of Fire,40000000,176997168.0,R,"128.0,",Action,1993
The Age of Innocence,34000000,32255440.0,PG,"139.0,",Drama,1993
Menace II Society,3500000,27912072.0,R,"97.0,",Crime,1993
Gettysburg,25000000,10769960.0,PG,"271.0,",Drama,1993
The Three Musketeers,30000000,53898845.0,PG,"105.0,",Action,1993
Homeward Bound: The Incredible Journey,0,41833324.0,G,"84.0,",Adventure,1993
The Secret Garden,18000000,31181347.0,G,"101.0,",Drama,1993
Free Willy,20000000,153698625.0,PG,"112.0,",Adventure,1993
RoboCop 3,22000000,10696210.0,PG-13,"104.0,",Action,1993
The Remains of the Day,15000000,23237911.0,PG,"134.0,",Drama,1993
Hard Target,18000000,74189677.0,R,"97.0,",Action,1993
Fire in the Sky,15000000,19885552.0,PG-13,"109.0,",Biography,1993
Cool Runnings,14000000,154856263.0,PG,"98.0,",Adventure,1993
Dave,28000000,63270710.0,PG-13,"110.0,",Comedy,1993
Kalifornia,9000000,2395231.0,R,"117.0,",Crime,1993
Benny & Joon,0,23261580.0,PG,"98.0,",Comedy,1993
Sliver,40000000,116300000.0,R,"107.0,",Drama,1993
Rudy,0,22881563.0,PG,"114.0,",Biography,1993
Coneheads,33000000,21274717.0,PG,"88.0,",Comedy,1993
So I Married an Axe Murderer,20000000,11585483.0,PG-13,"93.0,",Comedy,1993
Hot Shots! Part Deux,25000000,133752825.0,PG-13,"86.0,",Action,1993
Much Ado About Nothing,11000000,22549338.0,PG-13,"111.0,",Comedy,1993
The Crush,6000000,13609396.0,R,"89.0,",Drama,1993
Loaded Weapon 1,13000000,27979399.0,PG-13,"84.0,",Action,1993
This Boy's Life,0,4104962.0,R,"115.0,",Biography,1993
Three Colors: Blue,0,1341154.0,R,"94.0,",Drama,1993
Grumpy Old Men,0,70172621.0,PG-13,"103.0,",Comedy,1993
A Perfect World,30000000,135130999.0,PG-13,"138.0,",Crime,1993
Leprechaun,900000,8556940.0,R,"92.0,",Comedy,1993
Malice,20000000,46405336.0,R,"107.0,",Crime,1993
What's Love Got to Do with It,15000000,39100956.0,R,"118.0,",Biography,1993
Short Cuts,0,6110979.0,R,"188.0,",Comedy,1993
Son in Law,0,36448400.0,PG-13,"95.0,",Comedy,1993
Striking Distance,30000000,24107867.0,R,"102.0,",Action,1993
Searching for Bobby Fischer,12000000,7266383.0,PG,"109.0,",Biography,1993
Matinee,13000000,9532895.0,PG,"99.0,",Comedy,1993
The Good Son,17000000,60613008.0,R,"87.0,",Drama,1993
The Beverly Hillbillies,25000000,57405220.0,PG,"92.0,",Comedy,1993
Beethoven's 2nd,15000000,118243066.0,PG,"89.0,",Comedy,1993
Killing Zoe,1500000,418961.0,R,"96.0,,",Crime,1993
Cronos,2000000,621392.0,R,"94.0,,",Fantasy,1993
Geronimo: An American Legend,35000000,18635620.0,PG-13,"115.0,",Drama,1993
Wayne's World 2,40000000,48198019.0,PG-13,"95.0,",Comedy,1993
Point of No Return,0,30038362.0,R,"109.0,",Action,1993
Boxing Helena,0,1796389.0,R,"107.0,",Drama,1993
Romeo Is Bleeding,11500000,3275585.0,R,"110.0,",Crime,1993
Rising Sun,35000000,107198790.0,R,"129.0,",Action,1993
For Love or Money,30000000,11146270.0,PG,"96.0,",Comedy,1993
Teenage Mutant Ninja Turtles III,21000000,42273609.0,PG,"96.0,",Action,1993
Body Snatchers,13000000,428868.0,R,"87.0,",Horror,1993
Stalingrad,0,152972.0,Not Rated,"134.0,",Drama,1993
Airborne,2600000,2850263.0,PG,"91.0,",Adventure,1993
The Thing Called Love,14000000,1029721.0,PG-13,"116.0,",Comedy,1993
The Vanishing,0,14543394.0,R,"109.0,",Drama,1993
The House of the Spirits,40000000,6265311.0,R,"140.0,",Drama,1993
Undercover Blues,0,12324660.0,PG-13,"90.0,",Comedy,1993
Little Buddha,35000000,4858139.0,PG,"123.0,",Drama,1993
Dragon,14000000,63513743.0,PG-13,"120.0,",Action,1993
Poetic Justice,14000000,27515786.0,R,"109.0,",Drama,1993
The Joy Luck Club,11000000,32901136.0,R,"139.0,",Drama,1993
The Cement Garden,0,322975.0,Not Rated,"101.0,",Drama,1993
Untamed Heart,7500000,18898806.0,PG-13,"102.0,",Drama,1993
Batman: Mask of the Phantasm,6000000,5635204.0,PG,"76.0,",Animation,1993
Freaked,11000000,29296.0,PG-13,"80.0,",Comedy,1993
Swing Kids,0,5632086.0,PG-13,"112.0,",Drama,1993
Heart and Souls,25000000,16589540.0,PG-13,"104.0,",Comedy,1993
Needful Things,0,15185672.0,R,"120.0,",Crime,1993
Ruby in Paradise,800000,1001437.0,R,"114.0,",Drama,1993
Six Degrees of Separation,12000000,6405918.0,R,"112.0,",Comedy,1993
The Man Without a Face,0,24760338.0,PG-13,"115.0,",Drama,1993
Farewell My Concubine,4000000,6122607.0,R,"171.0,",Drama,1993
Sniper,0,18994653.0,R,"98.0,",Action,1993
Judgment Night,21000000,12526677.0,R,"110.0,",Action,1993
Shadowlands,22000000,25842377.0,PG,"131.0,",Biography,1993
Arizona Dream,19000000,112547.0,R,"142.0,",Comedy,1993
Nowhere to Run,15000000,22189039.0,R,"94.0,",Action,1993
King of the Hill,8000000,1214231.0,PG-13,"103.0,",Drama,1993
Mad Dog and Glory,19000000,11081586.0,R,"97.0,",Comedy,1993
We're Back! A Dinosaur's Story,0,9317021.0,G,"72.0,",Animation,1993
Red Rock West,8000000,2502551.0,R,"98.0,",Crime,1993
The Program,15000000,23032565.0,R,"112.0,",Action,1993
Ghost in the Machine,12000000,5086909.0,R,"95.0,",Horror,1993
Fearless,0,6995302.0,R,"122.0,",Drama,1993
Manhattan Murder Mystery,13500000,11330911.0,PG,"104.0,",Comedy,1993
Surf Ninjas,0,4916135.0,PG,"87.0,",Action,1993
Weekend at Bernie's II,7000000,12741891.0,PG,"97.0,",Adventure,1993
Les visiteurs,0,659810.0,R,"107.0,",Comedy,1993
The Adventures of Huck Finn,6500000,24103594.0,PG,"108.0,",Adventure,1993
Made in America,22000000,104942695.0,PG-13,"111.0,",Comedy,1993
Dream Lover,0,256264.0,R,"103.0,",Drama,1993
M. Butterfly,0,1498795.0,R,"101.0,",Drama,1993
The Dark Half,15000000,10611160.0,R,"122.0,",Horror,1993
Only the Strong,6000000,3283371.0,PG-13,"99.0,",Action,1993
My Life,15000000,27804899.0,PG-13,"117.0,",Drama,1993
Mi vida loca,0,3267313.0,R,"92.0,",Crime,1993
Look Who's Talking Now,22000000,10340263.0,PG-13,"96.0,",Comedy,1993
The Meteor Man,20000000,8016708.0,PG,"100.0,",Action,1993
Fatal Instinct,0,7839327.0,PG-13,"91.0,",Comedy,1993
CB4,6000000,17953778.0,R,"89.0,",Comedy,1993
Calendar Girl,13000000,2570550.0,PG-13,"90.0,",Comedy,1993
Heaven & Earth,33000000,5864949.0,R,"140.0,",Action,1993
Indian Summer,9000000,14904910.0,PG-13,"97.0,",Comedy,1993
Once Upon a Forest,13000000,6582052.0,G,"71.0,",Animation,1993
Posse,10000000,18289763.0,R,"111.0,",Western,1993
Flesh and Bone,0,9709451.0,R,"126.0,",Drama,1993
Sommersby,0,140081992.0,PG-13,"114.0,",Drama,1993
Even Cowgirls Get the Blues,8000000,1708873.0,R,"106.0,",Comedy,1993
Life with Mikey,0,12440858.0,PG,"91.0,",Comedy,1993
Best of the Best II,7000000,6608687.0,R,"101.0,",Action,1993
The Thief and the Cobbler,25000000,669276.0,G,"90.0,",Animation,1993
My Boyfriend's Back,12000000,3335984.0,PG-13,"85.0,",Comedy,1993
Warlock: The Armageddon,3000000,3902679.0,R,"98.0,",Action,1993
The Scent of Green Papaya,0,1700992.0,Not Rated,"104.0,",Drama,1993
Kika,0,2019581.0,Unrated,"114.0,",Comedy,1993
Wide Sargasso Sea,0,1614784.0,NC-17,"98.0,",Drama,1993
Iron Monkey,11000000,14694904.0,PG-13,"85.0,",Action,1993
Mr. Nanny,10000000,4348572.0,PG,"84.0,",Action,1993
The Real McCoy,0,6484246.0,PG-13,"105.0,",Crime,1993
3 Ninjas: Knuckle Up,0,413479.0,PG-13,"85.0,",Action,1993
Father Hood,0,3418141.0,PG-13,"95.0,",Adventure,1993
"Faraway, So Close!",10500000,810455.0,PG-13,"140.0,",Drama,1993
Dangerous Game,10000000,1261210.0,R,"108.0,",Drama,1993
Deadfall,10000000,18369.0,R,"98.0,",Crime,1993
A Home of Our Own,12000000,1677807.0,PG,"104.0,",Biography,1993
A Far Off Place,0,12890752.0,PG,"108.0,",Adventure,1993
Guilty as Sin,12000000,22866222.0,R,"107.0,",Crime,1993
The Wedding Banquet,1000000,6933459.0,R,"106.0,",Comedy,1993
Another Stakeout,0,20208496.0,PG-13,"108.0,",Comedy,1993
Aspen Extreme,14000000,8041049.0,PG-13,"113.0,",Drama,1993
Suture,0,102780.0,Not Rated,"96.0,",Drama,1993
Blink,11000000,16696219.0,R,"106.0,",Crime,1993
Where the Rivers Flow North,0,595505.0,PG-13,"106.0,",Drama,1993
Sugar Hill,10000000,18225518.0,R,"123.0,",Crime,1993
Man's Best Friend,6000000,12974636.0,R,"87.0,",Comedy,1993
Mr. Jones,25000000,8345845.0,R,"114.0,",Drama,1993
Carnosaur,850000,1753979.0,R,"83.0,",Horror,1993
Mr. Wonderful,13000000,3125424.0,PG-13,"98.0,",Comedy,1993
Cop & ½,14000000,40689691.0,PG,"97.0,",Comedy,1993
Caro diario,0,225278.0,Unrated,"100.0,",Biography,1993
Jack the Bear,0,5145823.0,PG-13,"99.0,",Comedy,1993
Money for Nothing,11000000,1039824.0,R,"100.0,",Comedy,1993
Naked in New York,0,1038959.0,R,"95.0,",Comedy,1993
Son of the Pink Panther,25000000,2438031.0,PG,"93.0,",Comedy,1993
Jung on zo,0,3741869.0,R,"103.0,",Action,1993
Totally F***ed Up,0,101071.0,Unrated,"78.0,",Comedy,1993
"Bodies, Rest & Motion",2500000,764724.0,R,"95.0,",Drama,1993
House of Cards,0,322871.0,PG-13,"109.0,",Drama,1993
Bhaji on the Beach,0,735162.0,R,"101.0,,",Comedy,1993
Silent Tongue,0,61274.0,PG-13,"102.0,",Drama,1993
Amos & Andrew,0,9745803.0,PG-13,"96.0,",Comedy,1993
Splitting Heirs,0,3246063.0,PG-13,"87.0,",Comedy,1993
Born Yesterday,0,17952857.0,PG,"100.0,",Comedy,1993
Mother's Boys,8000000,737548.0,R,"96.0,",Drama,1993
The Nutcracker,19000000,2119994.0,G,"92.0,",Family,1993
Philadelphia Experiment II,5000000,2970.0,PG-13,"97.0,",Action,1993
Fear of a Black Hat,999999,233824.0,R,"88.0,",Comedy,1993
Boiling Point,9000000,10058318.0,R,"92.0,",Action,1993
A Dangerous Woman,0,1497222.0,R,"102.0,",Drama,1993
Josh and S.A.M.,18000000,1640220.0,PG-13,"96.0,",Adventure,1993
Ethan Frome,0,296081.0,PG,"99.0,",Drama,1993
The Night We Never Met,8000000,1884814.0,R,"99.0,",Comedy,1993
The Shawshank Redemption,25000000,28817291.0,R,"142.0,",Drama,1994
Pulp Fiction,8000000,213928762.0,R,"154.0,",Crime,1994
Forrest Gump,55000000,678226133.0,PG-13,"142.0,",Drama,1994
Léon: The Professional,0,19552639.0,R,"110.0,",Action,1994
True Lies,115000000,378882411.0,R,"141.0,",Action,1994
The Lion King,45000000,1083720877.0,G,"88.0,",Animation,1994
The Mask,23000000,351583407.0,PG-13,"101.0,",Action,1994
Speed,30000000,350448145.0,R,"116.0,",Action,1994
Stargate,55000000,196567262.0,PG-13,"116.0,",Action,1994
The Little Rascals,23000000,67308282.0,PG,"82.0,",Comedy,1994
Dumb and Dumber,17000000,247275374.0,PG-13,"107.0,",Comedy,1994
Legends of the Fall,30000000,160638883.0,R,"133.0,",Drama,1994
Natural Born Killers,34000000,50283563.0,R,"118.0,",Action,1994
The Crow,23000000,50693129.0,R,"102.0,",Action,1994
Interview with the Vampire: the Vampire Chronicles,60000000,223664608.0,R,"123.0,",Drama,1994
Four Weddings and a Funeral,4400000,245700832.0,R,"117.0,",Comedy,1994
The Flintstones,46000000,341631208.0,PG,"91.0,",Comedy,1994
Ace Ventura: Pet Detective,15000000,107217396.0,PG-13,"86.0,",Comedy,1994
Little Women,18000000,50083616.0,PG,"115.0,",Drama,1994
Street Fighter,35000000,99431786.0,PG-13,"102.0,",Action,1994
Chungking Express,0,1432358.0,PG-13,"102.0,",Comedy,1994
Clear and Present Danger,62000000,215887717.0,PG-13,"141.0,",Action,1994
D2: The Mighty Ducks,0,45610410.0,PG,"106.0,",Comedy,1994
Heavenly Creatures,5000000,3049135.0,R,"99.0,",Biography,1994
Clerks,27000,3151130.0,R,"92.0,",Comedy,1994
Camp Nowhere,0,10475705.0,PG,"96.0,",Adventure,1994
Maverick,75000000,183031272.0,PG,"127.0,",Action,1994
Wyatt Earp,63000000,25052000.0,PG-13,"191.0,",Adventure,1994
The Last Seduction,2500000,5842603.0,R,"110.0,",Crime,1994
"The Adventures of Priscilla, Queen of the Desert",0,11265402.0,R,"104.0,",Comedy,1994
Little Giants,20000000,19306362.0,PG,"107.0,",Comedy,1994
Ed Wood,18000000,5887457.0,R,"127.0,",Biography,1994
Star Trek: Generations,35000000,118071125.0,PG,"118.0,",Action,1994
Disclosure,55000000,214015089.0,R,"128.0,",Drama,1994
Angels in the Outfield,24000000,50236831.0,PG,"102.0,",Comedy,1994
In the Mouth of Madness,8000000,8924549.0,R,"95.0,",Drama,1994
Richie Rich,40000000,38087756.0,PG,"95.0,",Comedy,1994
Beverly Hills Cop III,50000000,119208989.0,R,"104.0,",Action,1994
Reality Bites,11500000,33351557.0,PG-13,"99.0,",Comedy,1994
Naked Gun 33 1/3: the Final Insult,30000000,51132598.0,PG-13,"83.0,",Comedy,1994
Sirens,0,7770731.0,R,"98.0,",Comedy,1994
Three Colors: Red,0,3581969.0,R,"99.0,",Drama,1994
Junior,60000000,108431355.0,PG-13,"109.0,",Comedy,1994
New Nightmare,8000000,19721741.0,R,"112.0,",Fantasy,1994
Baby's Day Out,48000000,16827402.0,PG,"99.0,",Adventure,1994
The River Wild,45000000,94216343.0,PG-13,"111.0,",Adventure,1994
Airheads,0,5751882.0,PG-13,"92.0,",Comedy,1994
Texas Chainsaw Massacre: The Next Generation,600000,185898.0,R,"87.0,",Comedy,1994
The Next Karate Kid,12000000,15876353.0,PG,"107.0,",Action,1994
Blown Away,28000000,30156002.0,R,"121.0,",Action,1994
Color of Night,40000000,19726050.0,R,"121.0,",Mystery,1994
North,40000000,7182747.0,PG,"87.0,",Adventure,1994
Muriel's Wedding,9000000,15482277.0,R,"106.0,",Comedy,1994
The Client,45000000,117615211.0,PG-13,"119.0,",Crime,1994
Blank Check,0,30577969.0,PG,"93.0,",Comedy,1994
It Could Happen to You,20000000,37939757.0,PG,"101.0,",Comedy,1994
Only You,0,20059210.0,PG,"109.0,",Comedy,1994
Once Were Warriors,0,1608570.0,R,"102.0,",Crime,1994
Wolf,70000000,131002597.0,R,"125.0,",Drama,1994
Mary Shelley's Frankenstein,45000000,112006296.0,R,"123.0,",Drama,1994
Exit to Eden,25000000,6841570.0,R,"113.0,",Comedy,1994
The Jungle Book,27000000,43229904.0,PG,"111.0,",Adventure,1994
The Hudsucker Proxy,40000000,2816518.0,PG,"111.0,",Comedy,1994
Timecop,27000000,101646581.0,R,"99.0,",Action,1994
The Santa Clause,22000000,190539357.0,PG,"97.0,",Comedy,1994
The Specialist,45000000,170362582.0,R,"110.0,",Action,1994
The Pagemaster,27000000,13670688.0,G,"80.0,",Animation,1994
Shallow Grave,2500000,2079569.0,R,"89.0,",Crime,1994
Serial Mom,13000000,7820688.0,R,"95.0,",Comedy,1994
Bad Girls,25000000,15240435.0,R,"99.0,",Action,1994
The Shadow,25000000,48063435.0,PG-13,"108.0,",Action,1994
When a Man Loves a Woman,0,50021959.0,R,"126.0,",Drama,1994
Blue Sky,16000000,3359465.0,PG-13,"101.0,",Drama,1994
Quiz Show,31000000,24822619.0,PG-13,"133.0,",Biography,1994
Surviving the Game,7400000,7727256.0,R,"96.0,",Action,1994
My Father the Hero,0,25479558.0,PG,"90.0,",Comedy,1994
Nell,24500000,106683817.0,PG-13,"112.0,",Drama,1994
Three Colors: White,0,1237219.0,R,"92.0,",Comedy,1994
My Girl 2,0,17359799.0,PG,"99.0,",Comedy,1994
Chasers,0,1596687.0,R,"102.0,",Action,1994
The Getaway,0,30057974.0,R,"115.0,",Action,1994
Major League II,25000000,30626182.0,PG,"105.0,",Comedy,1994
Torment,0,39003.0,Not Rated,"102.0,,",Crime,1994
